,candidate_1,candidate_2,candidate_3,candidate_4,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
1,candidate_1,0,candidate_3,candidate_4,4,0.035
2,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
3,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
4,candidate_1,0,candidate_3,candidate_4,4,0.035
5,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
6,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
7,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
8,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
9,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
10,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
11,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
12,0,candidate_2,candidate_3,candidate_4,4,0.035
13,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
14,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
15,0,candidate_2,candidate_3,candidate_4,4,0.035
16,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
17,candidate_1,candidate_2,0,candidate_4,4,0.035
18,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
19,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
20,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
21,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
22,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
23,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
24,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
25,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
26,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
27,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
28,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
29,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
30,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
31,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
32,candidate_1,candidate_2,candidate_3,candidate_4,4,0.035
33,0,candidate_2,candidate_3,candidate_4,4,0.035
