,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,8,0.00375
1,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_7,candidate_6,candidate_8,8,0.00375
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_7,candidate_8,candidate_6,8,0.00375
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_8,candidate_6,candidate_7,8,0.00375
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5,candidate_7,candidate_8,8,0.00375
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,candidate_8,8,0.00375
6,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,candidate_8,candidate_5,8,0.00375
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,candidate_5,candidate_7,8,0.00375
8,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,candidate_7,candidate_5,8,0.00375
9,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,candidate_8,8,0.00375
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_8,candidate_6,8,0.00375
11,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_6,candidate_5,candidate_8,8,0.00375
12,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_8,candidate_6,candidate_5,8,0.00375
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_5,candidate_7,candidate_6,8,0.00375
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_6,candidate_5,candidate_7,8,0.00375
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_6,candidate_7,candidate_5,8,0.00375
16,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_7,candidate_5,candidate_6,8,0.00375
17,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_8,candidate_7,8,0.00375
18,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_7,candidate_8,candidate_6,8,0.00375
19,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_8,candidate_6,candidate_7,8,0.00375
20,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_8,candidate_7,candidate_6,8,0.00375
21,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_4,candidate_7,candidate_8,8,0.00375
22,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_4,candidate_8,candidate_7,8,0.00375
23,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,candidate_8,8,0.00375
24,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_8,candidate_4,8,0.00375
25,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_8,candidate_7,candidate_4,8,0.00375
26,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_4,candidate_6,candidate_8,8,0.00375
27,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_4,candidate_8,candidate_6,8,0.00375
28,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_6,candidate_4,candidate_8,8,0.00375
29,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_8,candidate_4,candidate_6,8,0.00375
30,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_4,candidate_6,candidate_7,8,0.00375
31,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_4,candidate_7,candidate_6,8,0.00375
32,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_6,candidate_4,candidate_7,8,0.00375
33,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_7,candidate_6,candidate_4,8,0.00375
34,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_5,candidate_7,candidate_8,8,0.00375
35,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_8,candidate_5,candidate_7,8,0.00375
36,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,candidate_7,candidate_8,8,0.00375
37,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_7,candidate_8,candidate_4,8,0.00375
38,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_8,candidate_7,candidate_4,8,0.00375
39,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_4,candidate_8,candidate_5,8,0.00375
40,0,candidate_2,candidate_3,candidate_6,candidate_7,candidate_5,candidate_4,candidate_8,8,0.00375
41,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_5,candidate_8,candidate_4,8,0.00375
42,0,candidate_2,candidate_3,candidate_6,candidate_7,candidate_8,candidate_5,candidate_4,8,0.00375
43,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_4,candidate_5,candidate_7,8,0.00375
44,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_5,candidate_4,candidate_7,8,0.00375
45,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_5,candidate_7,candidate_4,8,0.00375
46,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_7,candidate_4,candidate_5,8,0.00375
47,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_6,candidate_8,candidate_5,8,0.00375
48,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_8,candidate_5,candidate_6,8,0.00375
49,candidate_1,0,candidate_3,candidate_7,candidate_4,candidate_8,candidate_6,candidate_5,8,0.00375
50,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_4,candidate_6,candidate_8,8,0.00375
51,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_6,candidate_8,candidate_4,8,0.00375
52,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_8,candidate_4,candidate_6,8,0.00375
53,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_5,candidate_4,candidate_8,8,0.00375
54,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_5,candidate_8,candidate_4,8,0.00375
55,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_8,candidate_4,candidate_5,8,0.00375
56,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_8,candidate_5,candidate_4,8,0.00375
57,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_4,candidate_5,candidate_6,8,0.00375
58,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_4,candidate_6,candidate_5,8,0.00375
59,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_5,candidate_4,candidate_6,8,0.00375
60,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_5,candidate_6,candidate_4,8,0.00375
61,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_6,candidate_4,candidate_5,8,0.00375
62,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_6,candidate_5,candidate_4,8,0.00375
63,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_5,candidate_7,candidate_6,8,0.00375
64,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_6,candidate_5,candidate_7,8,0.00375
65,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,0,candidate_7,candidate_5,8,0.00375
66,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_7,candidate_5,candidate_6,8,0.00375
67,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_7,candidate_6,candidate_5,8,0.00375
68,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_4,candidate_6,candidate_7,8,0.00375
69,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_4,candidate_7,candidate_6,8,0.00375
70,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_6,candidate_4,candidate_7,8,0.00375
71,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_6,candidate_7,candidate_4,8,0.00375
72,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_7,candidate_4,candidate_6,8,0.00375
73,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_7,candidate_6,candidate_4,8,0.00375
74,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_4,candidate_5,candidate_7,8,0.00375
75,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_5,candidate_4,candidate_7,8,0.00375
76,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_7,candidate_4,candidate_5,8,0.00375
77,candidate_1,candidate_2,candidate_3,candidate_8,candidate_7,candidate_4,candidate_5,candidate_6,8,0.00375
78,candidate_1,candidate_2,candidate_3,candidate_8,candidate_7,candidate_4,candidate_6,candidate_5,8,0.00375
