,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_8,candidate_7,8,0.01625
1,0,candidate_2,candidate_3,candidate_4,candidate_5,candidate_7,candidate_8,candidate_6,8,0.01625
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_8,candidate_7,candidate_6,8,0.01625
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5,candidate_7,candidate_8,8,0.01625
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,candidate_8,8,0.01625
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,candidate_5,candidate_7,8,0.01625
6,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,candidate_5,candidate_7,8,0.01625
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,candidate_7,candidate_5,8,0.01625
8,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_8,candidate_6,8,0.01625
9,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_6,candidate_5,candidate_8,8,0.01625
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_6,candidate_8,candidate_5,8,0.01625
11,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_8,candidate_5,candidate_6,8,0.01625
12,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,0,candidate_6,candidate_5,8,0.01625
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_5,candidate_6,candidate_7,8,0.01625
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_5,candidate_6,candidate_7,8,0.01625
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_6,candidate_5,candidate_7,8,0.01625
16,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_6,candidate_5,candidate_7,8,0.01625
17,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_7,candidate_5,candidate_6,8,0.01625
18,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_7,candidate_6,candidate_5,8,0.01625
19,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_7,candidate_8,8,0.01625
20,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_7,candidate_8,8,0.01625
21,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_8,candidate_7,8,0.01625
22,candidate_1,0,candidate_3,candidate_5,candidate_4,candidate_7,candidate_6,candidate_8,8,0.01625
23,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_8,candidate_6,candidate_7,8,0.01625
24,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_8,candidate_6,candidate_7,8,0.01625
25,candidate_1,0,candidate_3,0,candidate_4,candidate_8,candidate_7,candidate_6,8,0.01625
26,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_4,candidate_8,candidate_7,8,0.01625
27,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,candidate_8,8,0.01625
28,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_8,candidate_4,8,0.01625
29,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_8,candidate_4,8,0.01625
30,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_8,candidate_4,candidate_7,8,0.01625
31,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_8,candidate_7,candidate_4,8,0.01625
32,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_8,candidate_7,candidate_4,8,0.01625
33,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_4,candidate_6,candidate_8,8,0.01625
34,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_6,candidate_8,candidate_4,8,0.01625
35,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_8,candidate_4,candidate_6,8,0.01625
36,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_8,candidate_6,candidate_4,8,0.01625
37,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_8,candidate_6,candidate_4,8,0.01625
38,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_4,candidate_7,candidate_6,8,0.01625
39,0,candidate_2,candidate_3,candidate_5,candidate_8,candidate_7,candidate_4,candidate_6,8,0.01625
40,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_7,candidate_6,candidate_4,8,0.01625
41,0,candidate_2,candidate_3,candidate_6,candidate_4,candidate_5,candidate_7,candidate_8,8,0.01625
42,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_5,candidate_7,candidate_8,8,0.01625
43,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_7,candidate_5,candidate_8,8,0.01625
44,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_8,candidate_5,candidate_7,8,0.01625
45,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,candidate_7,candidate_8,8,0.01625
46,candidate_1,0,candidate_3,candidate_6,candidate_5,candidate_4,candidate_7,candidate_8,8,0.01625
47,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,0,candidate_8,candidate_7,8,0.01625
48,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_7,candidate_4,candidate_8,8,0.01625
49,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_7,candidate_4,candidate_8,8,0.01625
50,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_7,candidate_8,candidate_4,8,0.01625
51,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_8,candidate_4,candidate_7,8,0.01625
52,0,candidate_2,candidate_3,candidate_6,candidate_7,candidate_4,candidate_5,candidate_8,8,0.01625
53,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_4,candidate_8,candidate_5,8,0.01625
54,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_4,candidate_7,candidate_5,8,0.01625
55,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_5,candidate_7,candidate_4,8,0.01625
56,candidate_1,candidate_2,candidate_3,candidate_6,candidate_8,candidate_7,candidate_4,candidate_5,8,0.01625
57,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_6,candidate_5,candidate_8,8,0.01625
58,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_6,candidate_5,candidate_8,8,0.01625
59,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_6,candidate_8,candidate_5,8,0.01625
60,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_8,candidate_5,candidate_6,8,0.01625
61,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_8,candidate_6,candidate_5,8,0.01625
62,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_4,candidate_6,candidate_8,8,0.01625
63,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_8,candidate_4,candidate_6,8,0.01625
64,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_8,candidate_4,candidate_6,8,0.01625
65,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_4,candidate_5,candidate_8,8,0.01625
66,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_4,candidate_5,candidate_8,8,0.01625
67,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_4,candidate_8,candidate_5,8,0.01625
68,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_5,candidate_4,candidate_8,8,0.01625
69,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_5,candidate_8,candidate_4,8,0.01625
70,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_8,candidate_4,candidate_5,8,0.01625
71,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_8,candidate_4,candidate_5,8,0.01625
72,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_8,candidate_5,candidate_4,8,0.01625
73,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_8,candidate_5,candidate_4,8,0.01625
74,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_4,candidate_5,candidate_6,8,0.01625
75,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_4,candidate_6,candidate_5,8,0.01625
76,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_5,candidate_6,candidate_4,8,0.01625
77,candidate_1,candidate_2,candidate_3,0,candidate_8,candidate_6,candidate_4,candidate_5,8,0.01625
78,candidate_1,candidate_2,candidate_3,candidate_7,candidate_8,candidate_6,candidate_5,candidate_4,8,0.01625
79,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_5,candidate_6,candidate_7,8,0.01625
80,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_5,candidate_7,candidate_6,8,0.01625
81,candidate_1,0,candidate_3,candidate_8,candidate_4,candidate_6,candidate_5,candidate_7,8,0.01625
82,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_6,candidate_7,candidate_5,8,0.01625
83,candidate_1,candidate_2,candidate_3,candidate_8,candidate_4,candidate_7,candidate_6,candidate_5,8,0.01625
84,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_6,candidate_7,candidate_4,8,0.01625
85,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_7,candidate_4,candidate_6,8,0.01625
86,candidate_1,candidate_2,candidate_3,candidate_8,candidate_5,candidate_7,candidate_6,candidate_4,8,0.01625
87,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_4,candidate_7,candidate_5,8,0.01625
88,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_5,candidate_4,candidate_7,8,0.01625
89,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_5,candidate_7,candidate_4,8,0.01625
90,candidate_1,candidate_2,candidate_3,candidate_8,candidate_6,candidate_7,candidate_5,candidate_4,8,0.01625
91,0,candidate_2,candidate_3,candidate_8,candidate_7,candidate_5,candidate_6,candidate_4,8,0.01625
92,candidate_1,candidate_2,candidate_3,candidate_8,candidate_7,candidate_5,candidate_6,candidate_4,8,0.01625
93,candidate_1,candidate_2,candidate_3,candidate_8,candidate_7,candidate_6,candidate_4,candidate_5,8,0.01625
94,candidate_1,candidate_2,candidate_3,candidate_8,candidate_7,candidate_6,candidate_4,candidate_5,8,0.01625
95,candidate_1,candidate_2,candidate_3,candidate_8,candidate_7,candidate_6,candidate_5,candidate_4,8,0.01625
96,candidate_1,candidate_2,candidate_4,candidate_3,candidate_5,candidate_6,candidate_7,candidate_8,8,0.01625
97,candidate_1,candidate_2,candidate_4,candidate_3,candidate_5,candidate_6,candidate_8,candidate_7,8,0.01625
98,candidate_1,candidate_2,candidate_4,candidate_3,candidate_5,candidate_8,candidate_7,candidate_6,8,0.01625
99,candidate_1,candidate_2,candidate_4,candidate_3,candidate_6,candidate_5,candidate_7,candidate_8,8,0.01625
100,candidate_1,candidate_2,candidate_4,candidate_3,candidate_6,candidate_5,candidate_7,candidate_8,8,0.01625
101,candidate_1,candidate_2,candidate_4,candidate_3,candidate_6,candidate_5,candidate_8,candidate_7,8,0.01625
102,candidate_1,candidate_2,candidate_4,candidate_3,candidate_6,candidate_7,candidate_5,candidate_8,8,0.01625
103,candidate_1,candidate_2,candidate_4,0,candidate_6,candidate_8,candidate_5,candidate_7,8,0.01625
104,candidate_1,0,candidate_4,candidate_3,candidate_6,candidate_8,candidate_5,candidate_7,8,0.01625
105,candidate_1,0,candidate_4,candidate_3,candidate_7,candidate_5,candidate_6,candidate_8,8,0.01625
106,candidate_1,candidate_2,candidate_4,candidate_3,candidate_7,candidate_6,candidate_5,candidate_8,8,0.01625
107,candidate_1,candidate_2,candidate_4,candidate_3,candidate_7,candidate_6,candidate_5,candidate_8,8,0.01625
108,candidate_1,candidate_2,candidate_4,candidate_3,candidate_7,candidate_8,candidate_5,candidate_6,8,0.01625
109,candidate_1,candidate_2,candidate_4,0,candidate_7,candidate_8,candidate_6,candidate_5,8,0.01625
110,candidate_1,candidate_2,candidate_4,candidate_3,candidate_8,candidate_5,candidate_6,candidate_7,8,0.01625
111,candidate_1,candidate_2,candidate_4,candidate_3,candidate_8,candidate_5,candidate_7,candidate_6,8,0.01625
112,candidate_1,candidate_2,candidate_4,candidate_3,candidate_8,candidate_5,candidate_7,candidate_6,8,0.01625
113,candidate_1,candidate_2,candidate_4,candidate_3,candidate_8,candidate_6,candidate_7,candidate_5,8,0.01625
114,candidate_1,candidate_2,candidate_4,candidate_3,candidate_8,candidate_7,candidate_6,candidate_5,8,0.01625
115,candidate_1,candidate_2,candidate_4,0,candidate_3,candidate_6,candidate_7,candidate_8,8,0.01625
116,candidate_1,candidate_2,candidate_4,candidate_5,candidate_3,candidate_6,candidate_7,candidate_8,8,0.01625
117,candidate_1,candidate_2,0,candidate_5,candidate_3,candidate_6,candidate_8,candidate_7,8,0.01625
118,candidate_1,candidate_2,candidate_4,candidate_5,candidate_3,candidate_7,candidate_6,candidate_8,8,0.01625
119,candidate_1,candidate_2,candidate_4,candidate_5,candidate_3,candidate_7,candidate_6,candidate_8,8,0.01625
120,candidate_1,candidate_2,0,candidate_5,candidate_3,candidate_8,candidate_6,candidate_7,8,0.01625
121,candidate_1,candidate_2,candidate_4,candidate_5,candidate_3,candidate_8,candidate_6,candidate_7,8,0.01625
122,candidate_1,candidate_2,candidate_4,0,candidate_6,candidate_3,candidate_8,candidate_7,8,0.01625
123,candidate_1,candidate_2,candidate_4,candidate_5,candidate_6,candidate_3,candidate_8,candidate_7,8,0.01625
124,candidate_1,candidate_2,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_3,8,0.01625
125,candidate_1,candidate_2,candidate_4,candidate_5,candidate_6,candidate_8,candidate_3,candidate_7,8,0.01625
126,candidate_1,candidate_2,candidate_4,candidate_5,candidate_6,candidate_8,candidate_7,candidate_3,8,0.01625
127,candidate_1,candidate_2,candidate_4,candidate_5,candidate_6,candidate_8,candidate_7,candidate_3,8,0.01625
128,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,candidate_3,candidate_6,candidate_8,8,0.01625
129,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,candidate_3,candidate_6,candidate_8,8,0.01625
130,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,candidate_3,candidate_8,candidate_6,8,0.01625
131,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,candidate_6,candidate_8,candidate_3,8,0.01625
132,candidate_1,candidate_2,0,candidate_5,candidate_7,candidate_6,candidate_8,candidate_3,8,0.01625
133,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,candidate_8,candidate_3,candidate_6,8,0.01625
134,candidate_1,candidate_2,candidate_4,candidate_5,candidate_8,candidate_3,candidate_6,candidate_7,8,0.01625
135,candidate_1,candidate_2,candidate_4,candidate_5,candidate_8,candidate_3,candidate_6,candidate_7,8,0.01625
136,candidate_1,candidate_2,candidate_4,candidate_5,candidate_8,candidate_3,candidate_7,candidate_6,8,0.01625
137,candidate_1,candidate_2,candidate_4,candidate_5,candidate_8,candidate_7,candidate_3,candidate_6,8,0.01625
138,candidate_1,candidate_2,candidate_4,candidate_6,candidate_3,candidate_7,candidate_8,candidate_5,8,0.01625
139,candidate_1,candidate_2,candidate_4,candidate_6,candidate_3,candidate_7,candidate_8,candidate_5,8,0.01625
140,candidate_1,candidate_2,candidate_4,candidate_6,candidate_3,candidate_8,candidate_5,candidate_7,8,0.01625
141,candidate_1,0,candidate_4,candidate_6,candidate_3,candidate_8,candidate_7,candidate_5,8,0.01625
142,candidate_1,candidate_2,candidate_4,candidate_6,candidate_3,candidate_8,candidate_7,candidate_5,8,0.01625
143,candidate_1,candidate_2,candidate_4,candidate_6,candidate_5,candidate_3,candidate_7,candidate_8,8,0.01625
144,candidate_1,candidate_2,candidate_4,candidate_6,candidate_5,candidate_3,candidate_7,candidate_8,8,0.01625
145,candidate_1,candidate_2,0,candidate_6,candidate_5,candidate_3,candidate_8,candidate_7,8,0.01625
146,candidate_1,candidate_2,candidate_4,candidate_6,candidate_5,candidate_8,candidate_3,candidate_7,8,0.01625
147,candidate_1,candidate_2,candidate_4,candidate_6,candidate_5,candidate_8,candidate_3,candidate_7,8,0.01625
148,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_3,candidate_5,candidate_8,8,0.01625
149,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_3,candidate_5,candidate_8,8,0.01625
150,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_3,candidate_8,candidate_5,8,0.01625
151,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_5,candidate_3,candidate_8,8,0.01625
152,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_5,candidate_3,candidate_8,8,0.01625
