,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
1,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
6,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
8,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
9,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
11,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
12,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
16,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
17,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
18,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
19,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
20,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
21,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
23,candidate_1,0,candidate_3,0,candidate_5,candidate_6
24,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
25,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
26,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
27,candidate_1,candidate_2,candidate_3,0,candidate_5,candidate_6
28,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6
29,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
30,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
31,0,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
32,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
33,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6
34,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
35,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
36,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
37,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
38,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
39,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
40,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
41,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
42,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
43,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
44,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
45,candidate_1,candidate_2,candidate_3,0,candidate_5,candidate_6
46,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
47,candidate_1,0,candidate_3,candidate_4,candidate_5,candidate_6
48,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6
49,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
50,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6
51,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
52,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
53,0,candidate_2,candidate_3,candidate_4,candidate_5,0
54,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
55,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6
56,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
57,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
58,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
59,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
60,candidate_1,0,candidate_3,candidate_4,candidate_5,candidate_6
61,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
62,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0
63,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
64,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
65,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
66,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
67,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0
68,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
69,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
70,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
71,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
72,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6
73,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
74,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
75,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
76,0,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
77,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
78,candidate_1,candidate_2,0,candidate_4,candidate_6,candidate_5
79,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
80,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
81,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
82,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,0
83,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5
84,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
85,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
86,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
87,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
88,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
89,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
90,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
91,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
92,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
93,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
94,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
95,candidate_1,candidate_2,0,candidate_5,candidate_4,candidate_6
96,candidate_1,0,candidate_3,candidate_5,candidate_4,candidate_6
97,0,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
98,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_6
99,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
100,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_6
101,candidate_1,0,candidate_3,candidate_5,candidate_4,candidate_6
102,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
103,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
104,0,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
105,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
106,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_6
107,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
108,candidate_1,0,candidate_3,candidate_5,candidate_4,candidate_6
109,candidate_1,candidate_2,0,candidate_5,candidate_4,candidate_6
110,candidate_1,candidate_2,candidate_3,0,candidate_4,candidate_6
111,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
112,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
113,candidate_1,candidate_2,candidate_3,0,candidate_4,candidate_6
114,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
115,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
116,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
117,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,0
118,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6
119,candidate_1,candidate_2,candidate_3,0,candidate_4,candidate_6
