0,audrey,moeid,sherin
1,audrey,0,sherin
2,audrey,moeid,sherin
3,audrey,moeid,sherin
4,audrey,moeid,sherin
5,audrey,moeid,sherin
6,audrey,moeid,sherin
7,audrey,moeid,sherin
8,audrey,moeid,sherin
9,0,moeid,sherin
10,audrey,moeid,sherin
11,audrey,moeid,sherin
12,audrey,moeid,sherin
13,audrey,moeid,0
14,0,moeid,0
15,audrey,0,sherin
16,audrey,moeid,0
17,0,moeid,sherin
18,audrey,moeid,sherin
19,audrey,moeid,sherin
20,audrey,moeid,sherin
21,audrey,moeid,sherin
22,audrey,moeid,sherin
23,audrey,0,sherin
24,audrey,0,0
25,0,0,0
26,audrey,moeid,sherin
27,0,moeid,sherin
28,audrey,moeid,sherin
29,audrey,moeid,sherin
30,audrey,moeid,sherin
31,audrey,0,sherin
32,audrey,moeid,sherin
33,0,0,0
34,audrey,moeid,0
35,audrey,0,sherin
36,audrey,moeid,0
37,audrey,moeid,sherin
38,audrey,moeid,0
39,audrey,moeid,sherin
40,audrey,moeid,0
41,0,moeid,sherin
42,audrey,moeid,sherin
43,audrey,moeid,sherin
44,0,0,sherin
45,audrey,moeid,0
46,audrey,moeid,sherin
47,audrey,0,0
48,audrey,moeid,sherin
49,audrey,moeid,sherin
50,audrey,0,sherin
51,audrey,moeid,sherin
52,audrey,moeid,sherin
53,audrey,moeid,sherin
54,audrey,moeid,sherin
55,audrey,moeid,sherin
56,0,moeid,sherin
57,audrey,moeid,sherin
58,audrey,0,sherin
59,audrey,moeid,sherin
60,audrey,moeid,sherin
61,0,moeid,sherin
62,audrey,moeid,sherin
63,audrey,moeid,sherin
64,audrey,moeid,sherin
65,audrey,moeid,sherin
66,audrey,moeid,sherin
67,audrey,moeid,sherin
68,0,moeid,sherin
69,audrey,moeid,sherin
70,audrey,moeid,sherin
71,audrey,moeid,sherin
72,0,moeid,sherin
73,audrey,moeid,sherin
74,audrey,moeid,sherin
75,audrey,0,sherin
76,audrey,moeid,sherin
77,0,moeid,sherin
78,audrey,moeid,sherin
79,audrey,moeid,sherin
80,audrey,0,sherin
81,audrey,moeid,sherin
82,audrey,moeid,sherin
83,0,moeid,sherin
84,audrey,moeid,sherin
85,audrey,moeid,sherin
86,audrey,moeid,sherin
87,0,moeid,sherin
88,audrey,moeid,sherin
89,0,moeid,sherin
90,audrey,moeid,sherin
91,audrey,moeid,sherin
92,0,moeid,0
93,audrey,moeid,sherin
94,audrey,moeid,sherin
95,audrey,moeid,sherin
