,Candidate_1,Candidate_2,Candidate_3
0,1.0,2.0,3.0
1,1.0,3.0,2.0
2,2.0,3.0,1.0
3,1.0,0.0,0.0
4,1.0,3.0,2.0
5,1.0,2.0,3.0
6,1.0,2.0,3.0
7,2.0,1.0,3.0
8,2.0,3.0,1.0
9,3.0,0.0,2.0
10,1.0,3.0,2.0
11,1.0,3.0,2.0
12,1.0,2.0,3.0
13,1.0,2.0,3.0
14,2.0,3.0,1.0
15,2.0,3.0,1.0
16,1.0,3.0,2.0
17,2.0,3.0,1.0
18,0.0,2.0,1.0
19,2.0,3.0,1.0
20,2.0,3.0,1.0
21,1.0,2.0,3.0
22,1.0,2.0,3.0
23,1.0,2.0,3.0
24,2.0,1.0,3.0
25,1.0,3.0,2.0
26,2.0,3.0,1.0
27,1.0,2.0,3.0
28,2.0,1.0,3.0
29,2.0,1.0,3.0
30,3.0,1.0,2.0
31,3.0,1.0,2.0
32,3.0,2.0,1.0
33,1.0,3.0,2.0
34,1.0,2.0,3.0
35,2.0,3.0,1.0
36,3.0,1.0,2.0
37,2.0,3.0,1.0
38,1.0,0.0,0.0
39,1.0,3.0,2.0
40,1.0,3.0,2.0
41,1.0,3.0,2.0
42,1.0,2.0,3.0
43,3.0,1.0,2.0
44,2.0,1.0,3.0
45,3.0,2.0,1.0
46,3.0,1.0,2.0
47,3.0,0.0,2.0
48,3.0,0.0,2.0
49,3.0,1.0,2.0
50,3.0,2.0,1.0
51,2.0,3.0,1.0
52,3.0,0.0,2.0
53,3.0,1.0,2.0
54,3.0,1.0,2.0
55,1.0,3.0,2.0
56,3.0,2.0,1.0
57,2.0,3.0,1.0
58,2.0,3.0,1.0
59,3.0,2.0,1.0
60,3.0,1.0,2.0
61,1.0,0.0,0.0
62,1.0,0.0,0.0
63,2.0,1.0,3.0
64,1.0,2.0,3.0
65,3.0,1.0,2.0
66,1.0,2.0,3.0
67,2.0,3.0,1.0
68,1.0,0.0,0.0
69,3.0,2.0,1.0
70,3.0,2.0,1.0
71,1.0,2.0,3.0
72,1.0,0.0,0.0
73,1.0,2.0,3.0
74,1.0,3.0,2.0
75,3.0,1.0,2.0
76,2.0,3.0,1.0
77,0.0,2.0,1.0
78,3.0,2.0,1.0
79,3.0,1.0,2.0
80,3.0,1.0,2.0
81,2.0,3.0,1.0
82,0.0,2.0,1.0
83,3.0,0.0,2.0
84,2.0,1.0,3.0
85,1.0,0.0,0.0
86,1.0,3.0,2.0
87,2.0,3.0,1.0
88,3.0,1.0,2.0
89,1.0,3.0,2.0
90,3.0,0.0,2.0
91,1.0,3.0,2.0
92,1.0,3.0,2.0
93,3.0,1.0,2.0
94,3.0,2.0,1.0
95,0.0,2.0,1.0
96,1.0,0.0,0.0
97,3.0,1.0,2.0
98,2.0,3.0,1.0
99,1.0,0.0,0.0
100,3.0,1.0,2.0
101,1.0,2.0,3.0
102,1.0,0.0,0.0
103,2.0,3.0,1.0
104,3.0,1.0,2.0
105,1.0,0.0,0.0
106,3.0,2.0,1.0
107,3.0,1.0,2.0
108,3.0,0.0,2.0
109,2.0,1.0,3.0
110,1.0,3.0,2.0
111,1.0,3.0,2.0
112,1.0,2.0,3.0
113,1.0,3.0,2.0
114,2.0,1.0,3.0
115,2.0,1.0,3.0
116,1.0,2.0,3.0
117,1.0,3.0,2.0
118,1.0,3.0,2.0
119,3.0,0.0,2.0
120,3.0,2.0,1.0
121,2.0,1.0,3.0
122,3.0,1.0,2.0
123,2.0,1.0,3.0
124,2.0,1.0,3.0
125,1.0,0.0,0.0
126,1.0,3.0,2.0
127,2.0,1.0,3.0
128,1.0,2.0,3.0
129,1.0,3.0,2.0
130,1.0,3.0,2.0
131,3.0,1.0,2.0
132,1.0,3.0,2.0
133,1.0,0.0,0.0
134,3.0,1.0,2.0
135,3.0,1.0,2.0
136,3.0,2.0,1.0
137,2.0,3.0,1.0
138,3.0,1.0,2.0
139,2.0,3.0,1.0
140,1.0,3.0,2.0
141,1.0,3.0,2.0
142,3.0,1.0,2.0
143,2.0,1.0,3.0
144,1.0,3.0,2.0
145,3.0,2.0,1.0
146,3.0,1.0,2.0
147,2.0,1.0,3.0
148,1.0,2.0,3.0
149,3.0,0.0,2.0
150,2.0,3.0,1.0
151,0.0,2.0,1.0
152,2.0,3.0,1.0
153,1.0,0.0,0.0
154,1.0,0.0,0.0
155,2.0,3.0,1.0
156,1.0,2.0,3.0
157,3.0,2.0,1.0
158,2.0,1.0,3.0
159,1.0,2.0,3.0
160,1.0,2.0,3.0
161,2.0,3.0,1.0
162,1.0,0.0,0.0
163,1.0,2.0,3.0
164,3.0,2.0,1.0
165,2.0,1.0,3.0
166,1.0,3.0,2.0
167,0.0,2.0,1.0
168,3.0,2.0,1.0
169,2.0,3.0,1.0
170,2.0,1.0,3.0
171,1.0,0.0,0.0
172,3.0,2.0,1.0
173,2.0,3.0,1.0
174,3.0,1.0,2.0
175,1.0,0.0,0.0
176,3.0,0.0,2.0
177,1.0,3.0,2.0
178,3.0,0.0,2.0
179,3.0,1.0,2.0
180,1.0,2.0,3.0
181,2.0,3.0,1.0
182,2.0,1.0,3.0
183,1.0,0.0,0.0
184,1.0,2.0,3.0
185,3.0,0.0,2.0
186,2.0,3.0,1.0
187,2.0,1.0,3.0
188,3.0,1.0,2.0
189,1.0,3.0,2.0
190,2.0,1.0,3.0
191,3.0,1.0,2.0
192,2.0,3.0,1.0
193,2.0,1.0,3.0
194,1.0,0.0,0.0
195,3.0,1.0,2.0
196,1.0,0.0,0.0
197,3.0,1.0,2.0
198,1.0,0.0,0.0
199,2.0,1.0,3.0
200,2.0,3.0,1.0
201,1.0,3.0,2.0
202,3.0,1.0,2.0
203,2.0,3.0,1.0
204,3.0,2.0,1.0
205,1.0,3.0,2.0
206,3.0,1.0,2.0
207,3.0,1.0,2.0
208,1.0,2.0,3.0
209,3.0,2.0,1.0
210,2.0,3.0,1.0
211,1.0,0.0,0.0
212,1.0,3.0,2.0
213,0.0,2.0,1.0
214,2.0,1.0,3.0
215,1.0,3.0,2.0
216,2.0,1.0,3.0
217,2.0,3.0,1.0
218,3.0,2.0,1.0
219,1.0,0.0,0.0
220,1.0,2.0,3.0
221,2.0,3.0,1.0
222,1.0,0.0,0.0
223,2.0,3.0,1.0
224,2.0,1.0,3.0
225,1.0,0.0,0.0
226,3.0,1.0,2.0
227,1.0,2.0,3.0
228,1.0,3.0,2.0
229,3.0,0.0,2.0
230,1.0,0.0,0.0
231,1.0,2.0,3.0
232,1.0,3.0,2.0
233,2.0,1.0,3.0
234,2.0,1.0,3.0
235,2.0,3.0,1.0
236,2.0,1.0,3.0
237,3.0,2.0,1.0
238,0.0,2.0,1.0
239,1.0,0.0,0.0
240,3.0,2.0,1.0
241,1.0,3.0,2.0
242,2.0,3.0,1.0
243,2.0,3.0,1.0
244,2.0,3.0,1.0
245,2.0,3.0,1.0
246,1.0,0.0,0.0
247,2.0,1.0,3.0
248,2.0,1.0,3.0
249,2.0,1.0,3.0
250,3.0,2.0,1.0
251,3.0,2.0,1.0
252,3.0,2.0,1.0
253,3.0,1.0,2.0
254,3.0,1.0,2.0
255,1.0,3.0,2.0
256,1.0,3.0,2.0
257,3.0,1.0,2.0
258,0.0,2.0,1.0
259,3.0,1.0,2.0
260,2.0,1.0,3.0
261,2.0,3.0,1.0
262,2.0,1.0,3.0
263,2.0,3.0,1.0
264,3.0,1.0,2.0
265,3.0,1.0,2.0
266,3.0,2.0,1.0
267,1.0,2.0,3.0
268,1.0,0.0,0.0
269,3.0,2.0,1.0
270,3.0,1.0,2.0
271,3.0,2.0,1.0
272,1.0,0.0,0.0
273,3.0,2.0,1.0
274,0.0,2.0,1.0
275,1.0,2.0,3.0
276,2.0,3.0,1.0
277,1.0,2.0,3.0
278,2.0,1.0,3.0
279,3.0,1.0,2.0
280,2.0,3.0,1.0
281,2.0,3.0,1.0
282,2.0,1.0,3.0
283,1.0,2.0,3.0
284,3.0,1.0,2.0
285,2.0,3.0,1.0
286,2.0,1.0,3.0
287,1.0,0.0,0.0
288,2.0,3.0,1.0
289,1.0,0.0,0.0
290,2.0,1.0,3.0
291,1.0,3.0,2.0
292,2.0,3.0,1.0
293,3.0,1.0,2.0
294,0.0,2.0,1.0
295,1.0,3.0,2.0
296,3.0,1.0,2.0
297,3.0,1.0,2.0
298,3.0,0.0,2.0
299,1.0,3.0,2.0
300,3.0,1.0,2.0
301,1.0,0.0,0.0
302,3.0,1.0,2.0
303,1.0,3.0,2.0
304,3.0,0.0,2.0
305,3.0,2.0,1.0
306,3.0,2.0,1.0
307,1.0,3.0,2.0
308,3.0,0.0,2.0
309,3.0,0.0,2.0
310,3.0,1.0,2.0
311,1.0,2.0,3.0
312,0.0,2.0,1.0
313,3.0,2.0,1.0
314,3.0,0.0,2.0
315,1.0,3.0,2.0
316,1.0,2.0,3.0
317,3.0,2.0,1.0
318,1.0,3.0,2.0
319,2.0,3.0,1.0
320,3.0,1.0,2.0
321,1.0,3.0,2.0
322,1.0,0.0,0.0
323,0.0,2.0,1.0
324,1.0,0.0,0.0
325,1.0,3.0,2.0
326,1.0,2.0,3.0
327,1.0,3.0,2.0
328,1.0,0.0,0.0
329,3.0,0.0,2.0
330,1.0,3.0,2.0
331,3.0,1.0,2.0
332,1.0,2.0,3.0
333,1.0,0.0,0.0
334,1.0,3.0,2.0
335,3.0,2.0,1.0
336,2.0,1.0,3.0
337,2.0,1.0,3.0
338,2.0,3.0,1.0
339,2.0,3.0,1.0
340,2.0,3.0,1.0
341,2.0,1.0,3.0
342,1.0,3.0,2.0
343,3.0,1.0,2.0
344,1.0,3.0,2.0
345,1.0,2.0,3.0
346,3.0,2.0,1.0
347,2.0,3.0,1.0
348,3.0,1.0,2.0
349,1.0,0.0,0.0
350,1.0,3.0,2.0
351,3.0,1.0,2.0
352,1.0,2.0,3.0
353,3.0,1.0,2.0
354,1.0,3.0,2.0
355,1.0,3.0,2.0
356,2.0,3.0,1.0
357,2.0,1.0,3.0
358,2.0,3.0,1.0
359,0.0,2.0,1.0
360,1.0,3.0,2.0
361,2.0,3.0,1.0
362,3.0,1.0,2.0
363,3.0,1.0,2.0
364,3.0,1.0,2.0
365,3.0,1.0,2.0
366,1.0,0.0,0.0
367,2.0,3.0,1.0
368,1.0,0.0,0.0
369,1.0,3.0,2.0
370,1.0,3.0,2.0
371,1.0,3.0,2.0
372,3.0,0.0,2.0
373,1.0,3.0,2.0
374,2.0,1.0,3.0
375,1.0,3.0,2.0
376,2.0,3.0,1.0
377,1.0,2.0,3.0
378,1.0,3.0,2.0
379,1.0,2.0,3.0
380,3.0,2.0,1.0
381,1.0,3.0,2.0
382,3.0,0.0,2.0
383,2.0,3.0,1.0
384,1.0,2.0,3.0
385,2.0,3.0,1.0
386,0.0,2.0,1.0
387,1.0,3.0,2.0
388,1.0,3.0,2.0
389,1.0,3.0,2.0
390,1.0,2.0,3.0
391,0.0,2.0,1.0
392,3.0,1.0,2.0
393,3.0,2.0,1.0
394,3.0,1.0,2.0
395,0.0,2.0,1.0
396,0.0,2.0,1.0
397,3.0,1.0,2.0
398,2.0,3.0,1.0
399,1.0,2.0,3.0
