,Candidate_1,Candidate_2,Candidate_3
0,3.0,2.0,1.0
1,2.0,3.0,1.0
2,2.0,3.0,1.0
3,1.0,3.0,2.0
4,0.0,0.0,1.0
5,2.0,3.0,1.0
6,1.0,2.0,3.0
7,2.0,0.0,3.0
8,3.0,1.0,2.0
9,3.0,1.0,2.0
10,2.0,0.0,1.0
11,1.0,3.0,2.0
12,2.0,3.0,1.0
13,2.0,0.0,3.0
14,2.0,1.0,3.0
15,1.0,3.0,2.0
16,2.0,0.0,1.0
17,0.0,0.0,1.0
18,1.0,3.0,2.0
19,1.0,3.0,2.0
20,2.0,1.0,3.0
21,2.0,1.0,3.0
22,2.0,3.0,1.0
23,0.0,0.0,1.0
24,2.0,3.0,1.0
25,0.0,0.0,1.0
26,0.0,0.0,1.0
27,3.0,1.0,2.0
28,1.0,2.0,3.0
29,2.0,0.0,3.0
30,3.0,2.0,1.0
31,0.0,0.0,1.0
32,3.0,2.0,1.0
33,2.0,1.0,3.0
34,1.0,2.0,3.0
35,3.0,1.0,2.0
36,1.0,2.0,3.0
37,2.0,3.0,1.0
38,1.0,3.0,2.0
39,2.0,1.0,3.0
40,2.0,1.0,3.0
41,3.0,2.0,1.0
42,3.0,2.0,1.0
43,0.0,0.0,1.0
44,3.0,1.0,2.0
45,1.0,3.0,2.0
46,2.0,3.0,1.0
47,1.0,2.0,3.0
48,1.0,3.0,2.0
49,3.0,2.0,1.0
50,1.0,3.0,2.0
51,2.0,3.0,1.0
52,1.0,2.0,3.0
53,1.0,3.0,2.0
54,3.0,2.0,1.0
55,3.0,2.0,1.0
56,1.0,3.0,2.0
57,3.0,1.0,2.0
58,2.0,1.0,3.0
59,1.0,3.0,2.0
60,3.0,1.0,2.0
61,1.0,2.0,3.0
62,3.0,1.0,2.0
63,3.0,1.0,2.0
64,3.0,1.0,2.0
65,2.0,0.0,3.0
66,2.0,3.0,1.0
67,3.0,2.0,1.0
68,1.0,3.0,2.0
69,2.0,0.0,3.0
70,1.0,3.0,2.0
71,2.0,1.0,3.0
72,3.0,1.0,2.0
73,1.0,3.0,2.0
74,1.0,3.0,2.0
75,2.0,1.0,3.0
76,2.0,0.0,3.0
77,2.0,0.0,1.0
78,2.0,0.0,3.0
79,2.0,0.0,3.0
80,1.0,2.0,3.0
81,1.0,2.0,3.0
82,1.0,2.0,3.0
83,2.0,3.0,1.0
84,2.0,1.0,3.0
85,2.0,3.0,1.0
86,1.0,3.0,2.0
87,1.0,3.0,2.0
88,2.0,3.0,1.0
89,1.0,2.0,3.0
90,3.0,1.0,2.0
91,2.0,0.0,3.0
92,1.0,3.0,2.0
93,2.0,0.0,1.0
94,3.0,1.0,2.0
95,3.0,1.0,2.0
96,0.0,0.0,1.0
97,2.0,3.0,1.0
98,1.0,3.0,2.0
99,2.0,0.0,3.0
100,3.0,2.0,1.0
101,2.0,0.0,1.0
102,3.0,2.0,1.0
103,1.0,3.0,2.0
104,3.0,1.0,2.0
105,1.0,2.0,3.0
106,2.0,1.0,3.0
107,3.0,2.0,1.0
108,3.0,1.0,2.0
109,2.0,0.0,3.0
110,3.0,2.0,1.0
111,2.0,3.0,1.0
112,1.0,3.0,2.0
113,3.0,2.0,1.0
114,3.0,2.0,1.0
115,1.0,3.0,2.0
116,2.0,0.0,3.0
117,0.0,0.0,1.0
118,1.0,2.0,3.0
