,Candidate_1,Candidate_2,Candidate_3
0,1.0,3.0,2.0
1,2.0,3.0,1.0
2,1.0,2.0,3.0
3,1.0,0.0,0.0
4,0.0,2.0,1.0
5,3.0,2.0,1.0
6,3.0,2.0,1.0
7,3.0,2.0,1.0
8,2.0,1.0,3.0
9,3.0,1.0,2.0
10,1.0,3.0,2.0
11,3.0,0.0,2.0
12,3.0,0.0,2.0
13,0.0,2.0,1.0
14,2.0,3.0,1.0
15,3.0,2.0,1.0
16,1.0,3.0,2.0
17,3.0,1.0,2.0
18,1.0,2.0,3.0
19,1.0,2.0,3.0
20,1.0,2.0,3.0
21,2.0,1.0,3.0
22,3.0,0.0,2.0
23,1.0,3.0,2.0
24,1.0,0.0,0.0
25,3.0,0.0,2.0
26,1.0,2.0,3.0
27,3.0,2.0,1.0
28,2.0,3.0,1.0
29,2.0,1.0,3.0
30,1.0,3.0,2.0
31,1.0,3.0,2.0
32,0.0,2.0,1.0
33,2.0,3.0,1.0
34,3.0,1.0,2.0
35,0.0,2.0,1.0
36,1.0,3.0,2.0
37,3.0,1.0,2.0
38,3.0,1.0,2.0
39,3.0,1.0,2.0
40,2.0,1.0,3.0
41,2.0,1.0,3.0
42,1.0,3.0,2.0
43,2.0,1.0,3.0
44,2.0,1.0,3.0
45,3.0,2.0,1.0
46,1.0,3.0,2.0
47,2.0,1.0,3.0
48,3.0,1.0,2.0
49,3.0,1.0,2.0
50,2.0,1.0,3.0
51,3.0,0.0,2.0
52,1.0,2.0,3.0
53,2.0,1.0,3.0
54,3.0,1.0,2.0
55,2.0,1.0,3.0
56,1.0,2.0,3.0
57,0.0,2.0,1.0
58,1.0,3.0,2.0
59,3.0,2.0,1.0
60,1.0,0.0,0.0
61,2.0,1.0,3.0
62,2.0,1.0,3.0
63,1.0,2.0,3.0
64,1.0,2.0,3.0
65,2.0,1.0,3.0
66,1.0,3.0,2.0
67,1.0,2.0,3.0
68,3.0,1.0,2.0
69,3.0,1.0,2.0
70,3.0,0.0,2.0
71,2.0,3.0,1.0
72,3.0,2.0,1.0
73,0.0,2.0,1.0
74,0.0,2.0,1.0
75,3.0,0.0,2.0
76,1.0,2.0,3.0
77,1.0,2.0,3.0
78,1.0,3.0,2.0
79,2.0,3.0,1.0
80,3.0,2.0,1.0
81,1.0,2.0,3.0
82,2.0,1.0,3.0
83,1.0,3.0,2.0
84,2.0,3.0,1.0
85,1.0,2.0,3.0
86,1.0,2.0,3.0
87,1.0,0.0,0.0
88,1.0,3.0,2.0
89,2.0,3.0,1.0
90,1.0,0.0,0.0
91,1.0,0.0,0.0
92,2.0,3.0,1.0
93,0.0,2.0,1.0
94,1.0,3.0,2.0
95,1.0,2.0,3.0
96,1.0,2.0,3.0
97,2.0,3.0,1.0
98,2.0,3.0,1.0
99,1.0,2.0,3.0
100,1.0,2.0,3.0
101,3.0,0.0,2.0
102,2.0,3.0,1.0
103,3.0,2.0,1.0
104,2.0,1.0,3.0
105,2.0,3.0,1.0
106,1.0,3.0,2.0
107,2.0,1.0,3.0
108,1.0,0.0,0.0
109,3.0,1.0,2.0
110,1.0,3.0,2.0
111,0.0,2.0,1.0
112,2.0,1.0,3.0
113,2.0,3.0,1.0
114,2.0,1.0,3.0
115,2.0,1.0,3.0
116,1.0,2.0,3.0
117,1.0,2.0,3.0
118,3.0,2.0,1.0
119,2.0,1.0,3.0
120,3.0,1.0,2.0
121,0.0,2.0,1.0
122,3.0,2.0,1.0
123,3.0,1.0,2.0
124,1.0,2.0,3.0
125,1.0,0.0,0.0
126,1.0,3.0,2.0
127,1.0,2.0,3.0
128,3.0,1.0,2.0
129,3.0,2.0,1.0
130,1.0,3.0,2.0
131,0.0,2.0,1.0
132,3.0,2.0,1.0
133,1.0,0.0,0.0
134,2.0,3.0,1.0
135,3.0,1.0,2.0
136,2.0,1.0,3.0
137,2.0,1.0,3.0
138,1.0,2.0,3.0
139,1.0,3.0,2.0
140,3.0,0.0,2.0
141,2.0,3.0,1.0
142,2.0,3.0,1.0
143,3.0,2.0,1.0
144,3.0,0.0,2.0
145,2.0,3.0,1.0
146,3.0,2.0,1.0
147,1.0,0.0,0.0
148,1.0,2.0,3.0
149,2.0,1.0,3.0
150,2.0,3.0,1.0
151,1.0,2.0,3.0
152,1.0,2.0,3.0
153,1.0,3.0,2.0
154,2.0,1.0,3.0
155,3.0,2.0,1.0
156,3.0,1.0,2.0
157,1.0,2.0,3.0
158,2.0,1.0,3.0
159,3.0,0.0,2.0
160,1.0,0.0,0.0
161,1.0,0.0,0.0
162,1.0,0.0,0.0
163,2.0,1.0,3.0
164,2.0,1.0,3.0
165,3.0,0.0,2.0
166,3.0,2.0,1.0
167,1.0,0.0,0.0
168,3.0,1.0,2.0
169,1.0,0.0,0.0
170,1.0,0.0,0.0
171,1.0,2.0,3.0
172,1.0,2.0,3.0
173,2.0,3.0,1.0
174,3.0,2.0,1.0
175,1.0,3.0,2.0
176,2.0,1.0,3.0
177,3.0,2.0,1.0
178,0.0,2.0,1.0
179,3.0,2.0,1.0
180,3.0,2.0,1.0
181,1.0,3.0,2.0
182,1.0,2.0,3.0
183,2.0,3.0,1.0
184,3.0,1.0,2.0
185,3.0,2.0,1.0
186,2.0,3.0,1.0
187,2.0,1.0,3.0
188,1.0,3.0,2.0
189,1.0,2.0,3.0
190,2.0,3.0,1.0
191,0.0,2.0,1.0
192,1.0,2.0,3.0
193,1.0,3.0,2.0
194,1.0,3.0,2.0
195,1.0,3.0,2.0
196,1.0,0.0,0.0
197,0.0,2.0,1.0
198,0.0,2.0,1.0
199,3.0,1.0,2.0
200,3.0,2.0,1.0
201,1.0,3.0,2.0
202,3.0,1.0,2.0
203,2.0,3.0,1.0
204,3.0,1.0,2.0
205,1.0,2.0,3.0
206,2.0,3.0,1.0
207,1.0,3.0,2.0
208,3.0,0.0,2.0
209,3.0,0.0,2.0
210,3.0,2.0,1.0
211,2.0,3.0,1.0
212,3.0,0.0,2.0
213,1.0,2.0,3.0
214,1.0,0.0,0.0
215,1.0,3.0,2.0
216,1.0,3.0,2.0
217,1.0,3.0,2.0
218,2.0,3.0,1.0
219,1.0,0.0,0.0
220,3.0,2.0,1.0
221,1.0,2.0,3.0
222,1.0,0.0,0.0
223,3.0,1.0,2.0
224,1.0,2.0,3.0
225,2.0,3.0,1.0
226,0.0,2.0,1.0
227,3.0,2.0,1.0
228,3.0,2.0,1.0
229,3.0,1.0,2.0
