,Candidate_1,Candidate_2,Candidate_3
0,2.0,0.0,3.0
1,1.0,2.0,3.0
2,3.0,2.0,1.0
3,3.0,2.0,1.0
4,3.0,2.0,1.0
5,2.0,1.0,3.0
6,1.0,3.0,2.0
7,2.0,0.0,1.0
8,2.0,3.0,1.0
9,2.0,3.0,1.0
10,2.0,0.0,3.0
11,1.0,3.0,2.0
12,3.0,2.0,1.0
13,0.0,0.0,1.0
14,2.0,3.0,1.0
15,3.0,2.0,1.0
16,2.0,0.0,1.0
17,2.0,3.0,1.0
18,0.0,0.0,1.0
19,3.0,1.0,2.0
20,1.0,2.0,3.0
21,3.0,2.0,1.0
22,3.0,2.0,1.0
23,1.0,3.0,2.0
24,3.0,2.0,1.0
25,2.0,0.0,3.0
26,2.0,0.0,3.0
27,3.0,1.0,2.0
28,2.0,3.0,1.0
29,0.0,0.0,1.0
30,2.0,3.0,1.0
31,3.0,1.0,2.0
32,2.0,0.0,3.0
33,2.0,3.0,1.0
34,2.0,3.0,1.0
35,2.0,1.0,3.0
36,3.0,2.0,1.0
37,1.0,3.0,2.0
38,3.0,1.0,2.0
39,1.0,2.0,3.0
40,2.0,1.0,3.0
41,3.0,1.0,2.0
42,1.0,2.0,3.0
43,0.0,0.0,1.0
44,1.0,2.0,3.0
45,2.0,3.0,1.0
46,2.0,3.0,1.0
47,3.0,1.0,2.0
48,2.0,0.0,1.0
49,3.0,2.0,1.0
50,3.0,1.0,2.0
51,2.0,1.0,3.0
52,1.0,3.0,2.0
53,2.0,0.0,3.0
54,2.0,3.0,1.0
55,3.0,1.0,2.0
56,0.0,0.0,1.0
57,0.0,0.0,1.0
58,3.0,2.0,1.0
59,3.0,1.0,2.0
60,3.0,2.0,1.0
61,1.0,2.0,3.0
62,3.0,2.0,1.0
63,1.0,3.0,2.0
64,1.0,3.0,2.0
65,2.0,1.0,3.0
66,2.0,0.0,1.0
67,2.0,3.0,1.0
68,1.0,2.0,3.0
69,2.0,3.0,1.0
70,2.0,1.0,3.0
71,3.0,2.0,1.0
72,2.0,3.0,1.0
73,2.0,0.0,3.0
74,1.0,3.0,2.0
75,2.0,3.0,1.0
76,2.0,1.0,3.0
77,2.0,3.0,1.0
78,3.0,2.0,1.0
79,3.0,2.0,1.0
80,1.0,3.0,2.0
81,2.0,1.0,3.0
82,2.0,3.0,1.0
83,2.0,3.0,1.0
84,2.0,3.0,1.0
85,3.0,2.0,1.0
86,0.0,0.0,1.0
87,3.0,1.0,2.0
88,2.0,1.0,3.0
89,3.0,2.0,1.0
90,0.0,0.0,1.0
91,2.0,0.0,3.0
92,2.0,3.0,1.0
93,3.0,1.0,2.0
94,2.0,1.0,3.0
95,2.0,0.0,3.0
96,2.0,1.0,3.0
97,2.0,3.0,1.0
98,1.0,2.0,3.0
99,2.0,3.0,1.0
100,2.0,1.0,3.0
101,2.0,1.0,3.0
102,2.0,1.0,3.0
103,2.0,3.0,1.0
104,3.0,2.0,1.0
105,0.0,0.0,1.0
106,2.0,1.0,3.0
107,1.0,3.0,2.0
108,2.0,1.0,3.0
109,3.0,1.0,2.0
110,3.0,1.0,2.0
111,1.0,2.0,3.0
112,3.0,1.0,2.0
113,1.0,2.0,3.0
114,2.0,0.0,3.0
115,2.0,3.0,1.0
116,2.0,3.0,1.0
117,1.0,2.0,3.0
118,3.0,2.0,1.0
119,3.0,2.0,1.0
120,1.0,2.0,3.0
121,3.0,1.0,2.0
122,2.0,1.0,3.0
123,1.0,2.0,3.0
124,2.0,1.0,3.0
125,1.0,3.0,2.0
126,2.0,1.0,3.0
127,2.0,1.0,3.0
