,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,num_candidates,noise
0,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
1,0,0,candidate_3,candidate_4,candidate_5,5,0.186
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
4,0,candidate_2,candidate_3,candidate_4,0,5,0.186
5,candidate_1,candidate_2,0,candidate_4,0,5,0.186
6,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
8,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
9,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
10,candidate_1,0,candidate_3,0,candidate_5,5,0.186
11,candidate_1,0,candidate_3,candidate_4,0,5,0.186
12,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
13,0,0,0,0,candidate_5,5,0.186
14,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
16,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
17,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
18,0,candidate_2,candidate_3,0,candidate_5,5,0.186
19,candidate_1,candidate_2,0,0,0,5,0.186
20,0,candidate_2,0,candidate_4,0,5,0.186
21,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
23,candidate_1,0,candidate_3,0,candidate_5,5,0.186
24,candidate_1,0,0,candidate_4,0,5,0.186
25,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
26,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
27,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
28,0,candidate_2,0,candidate_4,candidate_5,5,0.186
29,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
30,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
31,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
32,candidate_1,0,0,candidate_4,candidate_5,5,0.186
33,0,0,candidate_3,candidate_4,candidate_5,5,0.186
34,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
35,candidate_1,0,0,candidate_4,candidate_5,5,0.186
36,0,candidate_2,candidate_3,candidate_4,0,5,0.186
37,candidate_1,candidate_2,0,candidate_4,0,5,0.186
38,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
39,0,candidate_2,0,candidate_4,candidate_5,5,0.186
40,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
41,candidate_1,candidate_2,0,0,candidate_5,5,0.186
42,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
43,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
44,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
45,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
46,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
47,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
48,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
49,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
50,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
51,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
52,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
53,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
54,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
55,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
56,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
57,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
58,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
59,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
60,candidate_1,0,candidate_3,0,candidate_5,5,0.186
61,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
62,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
63,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
64,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
65,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
66,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
67,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
68,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
69,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
70,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
71,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
72,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
73,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
74,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
75,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
76,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
77,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
78,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
79,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
80,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
81,candidate_1,0,0,candidate_4,candidate_5,5,0.186
82,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
83,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
84,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
85,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
86,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
87,0,candidate_2,0,candidate_4,candidate_5,5,0.186
88,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
89,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
90,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
91,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
92,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
93,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
94,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
95,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
96,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
97,0,candidate_2,0,candidate_4,candidate_5,5,0.186
98,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
99,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
100,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
101,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
102,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
103,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
104,0,candidate_2,candidate_3,0,candidate_5,5,0.186
105,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
106,candidate_1,candidate_2,candidate_3,0,0,5,0.186
107,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
108,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
109,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
110,candidate_1,0,0,candidate_4,candidate_5,5,0.186
111,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
112,candidate_1,0,0,candidate_4,0,5,0.186
113,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
114,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
115,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
116,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
117,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
118,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
119,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
120,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
121,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
122,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
123,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
124,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
125,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
126,candidate_1,0,candidate_3,candidate_4,0,5,0.186
127,candidate_1,0,candidate_3,0,candidate_5,5,0.186
128,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
129,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
130,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
131,0,0,candidate_3,candidate_4,candidate_5,5,0.186
132,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
133,0,candidate_2,0,candidate_4,0,5,0.186
134,0,candidate_2,candidate_3,candidate_4,0,5,0.186
135,0,0,candidate_3,candidate_4,candidate_5,5,0.186
136,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
137,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
138,0,candidate_2,candidate_3,0,candidate_5,5,0.186
139,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
140,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
141,candidate_1,candidate_2,0,candidate_4,0,5,0.186
142,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
143,0,candidate_2,candidate_3,0,candidate_5,5,0.186
144,candidate_1,0,0,candidate_4,candidate_5,5,0.186
145,candidate_1,0,candidate_3,0,0,5,0.186
146,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
147,0,candidate_2,candidate_3,0,0,5,0.186
148,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
149,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
150,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
151,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
152,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
153,0,0,candidate_3,candidate_4,candidate_5,5,0.186
154,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
155,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
156,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
157,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
158,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
159,0,candidate_2,candidate_3,0,candidate_5,5,0.186
160,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
161,0,candidate_2,candidate_3,0,candidate_5,5,0.186
162,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.186
163,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
164,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
165,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
166,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
167,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
168,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
169,candidate_1,0,0,candidate_4,candidate_5,5,0.186
170,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
171,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
172,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
173,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.186
174,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.186
175,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.186
176,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.186
177,0,candidate_2,candidate_3,0,0,5,0.186
