,candidate_1,candidate_2,candidate_3,candidate_4,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
1,candidate_1,candidate_2,candidate_3,0,4,0.18
2,0,candidate_2,candidate_3,candidate_4,4,0.18
3,candidate_1,candidate_2,0,0,4,0.18
4,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
5,candidate_1,candidate_2,candidate_3,0,4,0.18
6,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
7,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
8,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
9,candidate_1,candidate_2,candidate_3,0,4,0.18
10,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
11,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
12,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
13,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
14,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
15,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
16,candidate_1,0,candidate_3,candidate_4,4,0.18
17,candidate_1,candidate_2,candidate_3,0,4,0.18
18,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
19,0,candidate_2,candidate_3,candidate_4,4,0.18
20,candidate_1,0,candidate_3,candidate_4,4,0.18
21,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
22,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
23,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
24,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
25,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
26,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
27,candidate_1,0,candidate_3,candidate_4,4,0.18
28,candidate_1,candidate_2,candidate_3,0,4,0.18
29,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
30,candidate_1,candidate_2,candidate_3,0,4,0.18
31,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
32,candidate_1,0,candidate_3,candidate_4,4,0.18
33,0,0,0,candidate_4,4,0.18
34,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
35,0,candidate_2,candidate_3,0,4,0.18
36,candidate_1,candidate_2,0,candidate_4,4,0.18
37,candidate_1,0,candidate_3,candidate_4,4,0.18
38,candidate_1,candidate_2,candidate_3,0,4,0.18
39,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
40,0,candidate_2,candidate_3,candidate_4,4,0.18
41,candidate_1,candidate_2,0,candidate_4,4,0.18
42,0,candidate_2,candidate_3,candidate_4,4,0.18
43,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
44,candidate_1,candidate_2,0,candidate_4,4,0.18
45,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
46,candidate_1,0,candidate_3,candidate_4,4,0.18
47,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
48,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
49,0,candidate_2,candidate_3,candidate_4,4,0.18
50,candidate_1,candidate_2,0,candidate_4,4,0.18
51,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
52,candidate_1,0,candidate_3,candidate_4,4,0.18
53,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
54,0,0,candidate_3,candidate_4,4,0.18
55,candidate_1,candidate_2,0,0,4,0.18
56,0,candidate_2,candidate_3,candidate_4,4,0.18
57,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
58,candidate_1,candidate_2,0,candidate_4,4,0.18
59,0,0,candidate_3,candidate_4,4,0.18
60,0,0,candidate_3,candidate_4,4,0.18
61,candidate_1,0,candidate_3,candidate_4,4,0.18
62,0,candidate_2,candidate_3,candidate_4,4,0.18
63,0,0,candidate_3,candidate_4,4,0.18
64,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
65,0,candidate_2,candidate_3,candidate_4,4,0.18
66,candidate_1,candidate_2,0,candidate_4,4,0.18
67,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
68,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
69,candidate_1,candidate_2,candidate_3,0,4,0.18
70,0,candidate_2,candidate_3,0,4,0.18
71,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
72,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
73,0,candidate_2,candidate_3,0,4,0.18
74,candidate_1,candidate_2,candidate_3,0,4,0.18
75,0,candidate_2,candidate_3,candidate_4,4,0.18
76,0,candidate_2,candidate_3,candidate_4,4,0.18
77,0,0,candidate_3,candidate_4,4,0.18
78,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
79,0,candidate_2,candidate_3,candidate_4,4,0.18
80,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
81,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
82,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
83,0,candidate_2,candidate_3,candidate_4,4,0.18
84,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
85,candidate_1,candidate_2,candidate_3,0,4,0.18
86,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
87,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
88,0,candidate_2,candidate_3,candidate_4,4,0.18
89,candidate_1,candidate_2,0,candidate_4,4,0.18
90,candidate_1,candidate_2,candidate_3,0,4,0.18
91,candidate_1,candidate_2,candidate_3,0,4,0.18
92,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
93,candidate_1,0,candidate_3,candidate_4,4,0.18
94,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
95,candidate_1,0,candidate_3,0,4,0.18
96,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
97,0,candidate_2,candidate_3,candidate_4,4,0.18
98,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
99,candidate_1,candidate_2,candidate_3,candidate_4,4,0.18
