,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
1,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
2,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6,6,0.155
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
6,0,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
7,0,candidate_2,candidate_3,0,candidate_5,candidate_6,6,0.155
8,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6,6,0.155
9,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
10,candidate_1,candidate_2,candidate_3,0,candidate_5,candidate_6,6,0.155
11,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
12,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0,6,0.155
13,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6,6,0.155
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0,6,0.155
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
16,candidate_1,0,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
17,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6,6,0.155
18,0,0,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
19,candidate_1,candidate_2,candidate_3,0,candidate_5,candidate_6,6,0.155
20,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
21,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
23,candidate_1,candidate_2,0,0,candidate_5,candidate_6,6,0.155
24,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.155
