,candidate_1,candidate_2,candidate_3,candidate_4
0,candidate_1,candidate_2,candidate_3,candidate_4
1,candidate_1,candidate_2,candidate_3,candidate_4
2,candidate_1,candidate_2,candidate_3,candidate_4
3,candidate_1,candidate_2,candidate_3,candidate_4
4,candidate_1,candidate_2,candidate_3,candidate_4
5,candidate_1,candidate_2,candidate_3,candidate_4
0,candidate_1,candidate_2,candidate_4,candidate_3
1,candidate_1,candidate_2,candidate_4,candidate_3
2,candidate_1,candidate_2,candidate_4,candidate_3
3,candidate_1,candidate_2,candidate_4,candidate_3
4,candidate_1,0,candidate_4,candidate_3
5,candidate_1,candidate_2,candidate_4,candidate_3
6,candidate_1,candidate_2,candidate_4,candidate_3
7,candidate_1,candidate_2,candidate_4,candidate_3
8,candidate_1,candidate_2,candidate_4,candidate_3
9,candidate_1,candidate_2,candidate_4,candidate_3
10,candidate_1,candidate_2,candidate_4,candidate_3
11,candidate_1,candidate_2,candidate_4,candidate_3
12,candidate_1,candidate_2,candidate_4,candidate_3
13,candidate_1,candidate_2,candidate_4,candidate_3
14,0,candidate_2,candidate_4,candidate_3
15,candidate_1,candidate_2,candidate_4,candidate_3
16,candidate_1,candidate_2,candidate_4,candidate_3
17,candidate_1,candidate_2,candidate_4,candidate_3
18,candidate_1,candidate_2,candidate_4,candidate_3
19,candidate_1,candidate_2,candidate_4,candidate_3
20,candidate_1,candidate_2,candidate_4,candidate_3
21,candidate_1,candidate_2,candidate_4,candidate_3
22,candidate_1,candidate_2,candidate_4,candidate_3
23,0,candidate_2,candidate_4,candidate_3
24,candidate_1,candidate_2,candidate_4,candidate_3
25,candidate_1,candidate_2,candidate_4,candidate_3
26,candidate_1,candidate_2,candidate_4,candidate_3
27,candidate_1,candidate_2,candidate_4,0
28,candidate_1,candidate_2,candidate_4,candidate_3
29,candidate_1,candidate_2,candidate_4,candidate_3
30,candidate_1,candidate_2,candidate_4,candidate_3
31,candidate_1,candidate_2,candidate_4,candidate_3
32,candidate_1,candidate_2,candidate_4,candidate_3
33,candidate_1,candidate_2,candidate_4,candidate_3
34,candidate_1,candidate_2,candidate_4,candidate_3
35,candidate_1,candidate_2,candidate_4,candidate_3
36,candidate_1,candidate_2,candidate_4,candidate_3
37,candidate_1,candidate_2,candidate_4,candidate_3
38,candidate_1,candidate_2,candidate_4,candidate_3
0,candidate_1,candidate_3,candidate_2,candidate_4
1,candidate_1,candidate_3,candidate_2,candidate_4
2,candidate_1,candidate_3,candidate_2,candidate_4
3,candidate_1,candidate_3,candidate_2,candidate_4
4,candidate_1,candidate_3,candidate_2,candidate_4
5,candidate_1,candidate_3,candidate_2,candidate_4
6,candidate_1,candidate_3,candidate_2,candidate_4
7,candidate_1,0,candidate_2,candidate_4
8,candidate_1,candidate_3,candidate_2,candidate_4
9,candidate_1,candidate_3,candidate_2,candidate_4
10,0,0,candidate_2,candidate_4
11,candidate_1,candidate_3,candidate_2,candidate_4
12,candidate_1,candidate_3,candidate_2,candidate_4
13,candidate_1,candidate_3,candidate_2,candidate_4
14,candidate_1,candidate_3,candidate_2,candidate_4
15,candidate_1,candidate_3,candidate_2,candidate_4
16,candidate_1,candidate_3,candidate_2,candidate_4
17,candidate_1,candidate_3,candidate_2,candidate_4
18,candidate_1,candidate_3,candidate_2,candidate_4
19,candidate_1,candidate_3,candidate_2,candidate_4
20,candidate_1,candidate_3,candidate_2,candidate_4
21,candidate_1,candidate_3,candidate_2,candidate_4
22,candidate_1,candidate_3,candidate_2,candidate_4
23,candidate_1,candidate_3,candidate_2,candidate_4
24,candidate_1,0,candidate_2,candidate_4
25,candidate_1,candidate_3,candidate_2,candidate_4
26,0,candidate_3,candidate_2,candidate_4
27,candidate_1,candidate_3,candidate_2,candidate_4
28,candidate_1,candidate_3,candidate_2,candidate_4
29,candidate_1,candidate_3,candidate_2,candidate_4
30,candidate_1,candidate_3,candidate_2,candidate_4
31,candidate_1,candidate_3,candidate_2,candidate_4
32,candidate_1,candidate_3,candidate_2,candidate_4
33,candidate_1,candidate_3,candidate_2,candidate_4
34,candidate_1,candidate_3,candidate_2,candidate_4
35,candidate_1,candidate_3,candidate_2,candidate_4
36,candidate_1,candidate_3,candidate_2,candidate_4
37,candidate_1,candidate_3,candidate_2,candidate_4
38,candidate_1,candidate_3,candidate_2,candidate_4
39,candidate_1,candidate_3,candidate_2,candidate_4
40,candidate_1,candidate_3,candidate_2,candidate_4
41,candidate_1,candidate_3,candidate_2,candidate_4
42,candidate_1,candidate_3,candidate_2,candidate_4
43,candidate_1,candidate_3,candidate_2,candidate_4
44,candidate_1,candidate_3,candidate_2,candidate_4
45,candidate_1,candidate_3,candidate_2,candidate_4
46,candidate_1,candidate_3,candidate_2,candidate_4
47,candidate_1,candidate_3,candidate_2,candidate_4
48,candidate_1,candidate_3,candidate_2,candidate_4
49,candidate_1,candidate_3,candidate_2,candidate_4
50,candidate_1,candidate_3,candidate_2,candidate_4
51,candidate_1,candidate_3,candidate_2,candidate_4
52,candidate_1,candidate_3,candidate_2,candidate_4
53,candidate_1,candidate_3,candidate_2,candidate_4
54,candidate_1,candidate_3,candidate_2,candidate_4
55,candidate_1,candidate_3,candidate_2,candidate_4
56,candidate_1,candidate_3,candidate_2,candidate_4
57,candidate_1,candidate_3,candidate_2,candidate_4
58,candidate_1,candidate_3,candidate_2,candidate_4
59,candidate_1,candidate_3,candidate_2,candidate_4
60,candidate_1,candidate_3,candidate_2,candidate_4
61,candidate_1,candidate_3,candidate_2,candidate_4
62,candidate_1,candidate_3,candidate_2,candidate_4
63,0,candidate_3,candidate_2,candidate_4
64,candidate_1,candidate_3,candidate_2,candidate_4
65,candidate_1,candidate_3,candidate_2,candidate_4
66,candidate_1,candidate_3,candidate_2,candidate_4
67,candidate_1,candidate_3,candidate_2,candidate_4
68,candidate_1,candidate_3,candidate_2,candidate_4
69,candidate_1,candidate_3,candidate_2,candidate_4
70,candidate_1,candidate_3,candidate_2,candidate_4
71,candidate_1,candidate_3,candidate_2,candidate_4
72,candidate_1,candidate_3,candidate_2,candidate_4
73,candidate_1,candidate_3,candidate_2,candidate_4
74,candidate_1,candidate_3,candidate_2,candidate_4
75,candidate_1,candidate_3,candidate_2,candidate_4
76,candidate_1,candidate_3,candidate_2,candidate_4
77,candidate_1,candidate_3,candidate_2,candidate_4
78,candidate_1,candidate_3,candidate_2,candidate_4
79,candidate_1,candidate_3,candidate_2,candidate_4
80,candidate_1,candidate_3,0,candidate_4
81,candidate_1,candidate_3,candidate_2,candidate_4
82,candidate_1,candidate_3,candidate_2,candidate_4
83,candidate_1,candidate_3,candidate_2,candidate_4
84,candidate_1,candidate_3,candidate_2,candidate_4
85,candidate_1,0,candidate_2,candidate_4
86,candidate_1,candidate_3,candidate_2,candidate_4
87,0,candidate_3,candidate_2,candidate_4
88,candidate_1,candidate_3,candidate_2,candidate_4
89,candidate_1,candidate_3,candidate_2,candidate_4
90,0,candidate_3,candidate_2,candidate_4
91,candidate_1,candidate_3,candidate_2,candidate_4
