,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
1,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
2,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
6,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.122
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
8,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
9,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
11,candidate_1,candidate_2,candidate_3,0,0,5,0.122
12,0,0,candidate_3,candidate_4,candidate_5,5,0.122
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
14,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.122
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
16,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
17,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
18,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
19,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
20,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
21,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
23,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.122
24,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
25,candidate_1,0,candidate_3,0,candidate_5,5,0.122
26,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
27,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
28,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
29,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
30,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
31,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
32,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
33,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.122
34,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
35,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
36,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
37,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
38,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
39,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.122
40,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
41,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
42,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
43,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
44,0,candidate_2,candidate_3,0,candidate_5,5,0.122
45,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
46,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
47,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.122
