,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_7,candidate_6,7,0.11142857142857143
1,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5,candidate_7,7,0.11142857142857143
2,0,candidate_2,candidate_3,0,candidate_6,candidate_7,candidate_5,7,0.11142857142857143
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,7,0.11142857142857143
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,7,0.11142857142857143
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,7,0.11142857142857143
6,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,7,0.11142857142857143
7,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6,candidate_5,7,0.11142857142857143
8,candidate_1,candidate_2,candidate_3,0,candidate_4,candidate_7,candidate_6,7,0.11142857142857143
9,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_7,candidate_6,7,0.11142857142857143
10,0,candidate_2,0,candidate_5,candidate_4,candidate_7,candidate_6,7,0.11142857142857143
11,candidate_1,candidate_2,candidate_3,candidate_5,0,0,candidate_7,7,0.11142857142857143
12,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,7,0.11142857142857143
13,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_4,candidate_6,7,0.11142857142857143
14,candidate_1,candidate_2,candidate_3,0,candidate_7,candidate_6,candidate_4,7,0.11142857142857143
15,0,candidate_2,candidate_3,candidate_5,candidate_7,candidate_6,candidate_4,7,0.11142857142857143
16,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_6,candidate_4,7,0.11142857142857143
17,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_6,candidate_4,7,0.11142857142857143
18,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_5,candidate_7,7,0.11142857142857143
19,candidate_1,candidate_2,candidate_3,0,candidate_4,candidate_5,candidate_7,7,0.11142857142857143
20,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_5,candidate_7,7,0.11142857142857143
21,candidate_1,candidate_2,0,candidate_6,candidate_4,candidate_7,0,7,0.11142857142857143
22,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,candidate_7,7,0.11142857142857143
23,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,candidate_7,7,0.11142857142857143
24,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,0,7,0.11142857142857143
25,candidate_1,candidate_2,candidate_3,candidate_6,0,candidate_7,candidate_4,7,0.11142857142857143
26,candidate_1,candidate_2,0,candidate_6,candidate_5,candidate_7,candidate_4,7,0.11142857142857143
27,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_4,0,7,0.11142857142857143
28,0,candidate_2,candidate_3,candidate_6,candidate_7,0,candidate_5,7,0.11142857142857143
29,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_5,candidate_4,7,0.11142857142857143
30,candidate_1,0,candidate_3,candidate_6,candidate_7,candidate_5,candidate_4,7,0.11142857142857143
31,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_5,candidate_4,7,0.11142857142857143
32,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_5,candidate_4,7,0.11142857142857143
33,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_5,candidate_6,7,0.11142857142857143
34,0,candidate_2,candidate_3,candidate_7,candidate_4,candidate_5,candidate_6,7,0.11142857142857143
35,candidate_1,candidate_2,candidate_3,candidate_7,candidate_4,candidate_6,0,7,0.11142857142857143
36,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_4,candidate_6,7,0.11142857142857143
37,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_4,candidate_6,7,0.11142857142857143
38,0,candidate_2,candidate_3,candidate_7,0,candidate_4,0,7,0.11142857142857143
39,candidate_1,candidate_2,candidate_3,candidate_7,candidate_5,candidate_6,candidate_4,7,0.11142857142857143
40,candidate_1,candidate_2,candidate_3,candidate_7,0,candidate_4,candidate_5,7,0.11142857142857143
41,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_4,candidate_5,7,0.11142857142857143
42,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_4,candidate_5,7,0.11142857142857143
43,candidate_1,candidate_2,0,candidate_7,candidate_6,candidate_4,candidate_5,7,0.11142857142857143
44,candidate_1,candidate_2,candidate_3,candidate_7,candidate_6,candidate_5,candidate_4,7,0.11142857142857143
45,candidate_1,candidate_2,candidate_3,0,candidate_6,candidate_5,candidate_4,7,0.11142857142857143
46,candidate_1,candidate_2,candidate_4,0,candidate_5,candidate_6,0,7,0.11142857142857143
47,candidate_1,candidate_2,candidate_4,0,candidate_5,candidate_7,0,7,0.11142857142857143
48,candidate_1,candidate_2,candidate_4,candidate_3,candidate_5,candidate_7,candidate_6,7,0.11142857142857143
49,candidate_1,0,candidate_4,candidate_3,0,candidate_7,candidate_6,7,0.11142857142857143
50,candidate_1,candidate_2,candidate_4,candidate_3,candidate_5,candidate_7,candidate_6,7,0.11142857142857143
51,candidate_1,candidate_2,candidate_4,candidate_3,candidate_6,candidate_5,candidate_7,7,0.11142857142857143
52,0,candidate_2,candidate_4,candidate_3,candidate_6,candidate_5,candidate_7,7,0.11142857142857143
53,candidate_1,candidate_2,candidate_4,candidate_3,0,candidate_5,candidate_7,7,0.11142857142857143
54,candidate_1,candidate_2,candidate_4,candidate_3,candidate_6,candidate_7,candidate_5,7,0.11142857142857143
55,candidate_1,candidate_2,0,candidate_3,candidate_7,candidate_5,candidate_6,7,0.11142857142857143
56,candidate_1,candidate_2,candidate_4,candidate_3,candidate_7,candidate_6,candidate_5,7,0.11142857142857143
57,candidate_1,candidate_2,candidate_4,candidate_3,candidate_7,candidate_6,candidate_5,7,0.11142857142857143
58,candidate_1,candidate_2,candidate_4,candidate_3,candidate_7,candidate_6,candidate_5,7,0.11142857142857143
59,candidate_1,candidate_2,candidate_4,candidate_3,0,candidate_6,candidate_5,7,0.11142857142857143
60,0,candidate_2,candidate_4,candidate_5,candidate_3,0,candidate_7,7,0.11142857142857143
61,0,candidate_2,candidate_4,candidate_5,candidate_3,candidate_6,candidate_7,7,0.11142857142857143
62,candidate_1,candidate_2,candidate_4,candidate_5,0,candidate_3,0,7,0.11142857142857143
63,candidate_1,candidate_2,candidate_4,candidate_5,0,candidate_3,candidate_7,7,0.11142857142857143
64,candidate_1,candidate_2,candidate_4,candidate_5,candidate_6,candidate_3,candidate_7,7,0.11142857142857143
65,candidate_1,0,candidate_4,candidate_5,candidate_6,candidate_7,candidate_3,7,0.11142857142857143
66,0,0,candidate_4,candidate_5,candidate_7,candidate_3,candidate_6,7,0.11142857142857143
67,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,candidate_3,candidate_6,7,0.11142857142857143
68,candidate_1,candidate_2,candidate_4,candidate_5,candidate_7,0,candidate_3,7,0.11142857142857143
69,candidate_1,0,candidate_4,candidate_6,candidate_3,candidate_7,candidate_5,7,0.11142857142857143
70,candidate_1,candidate_2,candidate_4,candidate_6,candidate_3,candidate_7,candidate_5,7,0.11142857142857143
71,candidate_1,candidate_2,candidate_4,0,candidate_5,candidate_3,candidate_7,7,0.11142857142857143
72,candidate_1,candidate_2,candidate_4,candidate_6,candidate_5,candidate_3,candidate_7,7,0.11142857142857143
73,candidate_1,candidate_2,candidate_4,0,candidate_5,candidate_3,candidate_7,7,0.11142857142857143
74,candidate_1,candidate_2,candidate_4,candidate_6,candidate_5,candidate_7,candidate_3,7,0.11142857142857143
75,candidate_1,candidate_2,candidate_4,candidate_6,0,candidate_3,candidate_5,7,0.11142857142857143
76,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_3,candidate_5,7,0.11142857142857143
77,candidate_1,candidate_2,candidate_4,0,candidate_7,candidate_3,candidate_5,7,0.11142857142857143
78,candidate_1,candidate_2,candidate_4,candidate_6,candidate_7,candidate_5,candidate_3,7,0.11142857142857143
79,0,candidate_2,candidate_4,candidate_6,candidate_7,candidate_5,candidate_3,7,0.11142857142857143
80,candidate_1,candidate_2,candidate_4,candidate_7,candidate_3,candidate_5,candidate_6,7,0.11142857142857143
81,candidate_1,candidate_2,candidate_4,candidate_7,candidate_3,candidate_5,candidate_6,7,0.11142857142857143
82,candidate_1,candidate_2,candidate_4,candidate_7,candidate_3,candidate_6,candidate_5,7,0.11142857142857143
83,candidate_1,0,candidate_4,candidate_7,0,candidate_6,candidate_5,7,0.11142857142857143
84,candidate_1,candidate_2,candidate_4,candidate_7,candidate_5,0,candidate_6,7,0.11142857142857143
85,candidate_1,candidate_2,candidate_4,candidate_7,0,candidate_3,candidate_6,7,0.11142857142857143
86,candidate_1,candidate_2,candidate_4,candidate_7,0,candidate_6,candidate_3,7,0.11142857142857143
87,candidate_1,0,candidate_4,candidate_7,candidate_5,candidate_6,candidate_3,7,0.11142857142857143
88,candidate_1,candidate_2,0,candidate_7,candidate_5,0,candidate_3,7,0.11142857142857143
89,candidate_1,candidate_2,candidate_4,candidate_7,candidate_6,candidate_3,candidate_5,7,0.11142857142857143
90,candidate_1,0,candidate_4,candidate_7,candidate_6,candidate_3,candidate_5,7,0.11142857142857143
91,candidate_1,candidate_2,candidate_4,candidate_7,candidate_6,candidate_5,0,7,0.11142857142857143
92,candidate_1,candidate_2,candidate_4,candidate_7,0,candidate_5,candidate_3,7,0.11142857142857143
93,candidate_1,candidate_2,candidate_5,candidate_3,candidate_4,candidate_6,candidate_7,7,0.11142857142857143
94,candidate_1,candidate_2,candidate_5,candidate_3,candidate_4,candidate_6,candidate_7,7,0.11142857142857143
95,candidate_1,candidate_2,candidate_5,candidate_3,candidate_4,candidate_6,0,7,0.11142857142857143
96,candidate_1,candidate_2,candidate_5,candidate_3,candidate_4,candidate_6,candidate_7,7,0.11142857142857143
97,candidate_1,candidate_2,candidate_5,0,candidate_4,candidate_7,candidate_6,7,0.11142857142857143
98,candidate_1,candidate_2,candidate_5,candidate_3,candidate_6,candidate_4,candidate_7,7,0.11142857142857143
99,candidate_1,candidate_2,candidate_5,candidate_3,candidate_6,candidate_4,0,7,0.11142857142857143
100,candidate_1,candidate_2,candidate_5,candidate_3,candidate_6,candidate_4,candidate_7,7,0.11142857142857143
101,candidate_1,candidate_2,candidate_5,candidate_3,candidate_6,candidate_7,candidate_4,7,0.11142857142857143
102,candidate_1,candidate_2,candidate_5,candidate_3,candidate_6,candidate_7,candidate_4,7,0.11142857142857143
103,candidate_1,candidate_2,candidate_5,0,candidate_6,candidate_7,candidate_4,7,0.11142857142857143
104,candidate_1,0,candidate_5,candidate_3,0,candidate_4,candidate_6,7,0.11142857142857143
105,candidate_1,candidate_2,candidate_5,candidate_3,candidate_7,candidate_4,candidate_6,7,0.11142857142857143
106,candidate_1,candidate_2,candidate_5,candidate_3,candidate_7,candidate_4,candidate_6,7,0.11142857142857143
107,candidate_1,candidate_2,0,candidate_3,candidate_7,candidate_6,candidate_4,7,0.11142857142857143
108,candidate_1,candidate_2,candidate_5,candidate_3,0,0,candidate_4,7,0.11142857142857143
109,candidate_1,candidate_2,candidate_5,0,candidate_3,candidate_6,candidate_7,7,0.11142857142857143
110,candidate_1,0,candidate_5,candidate_4,candidate_3,candidate_6,candidate_7,7,0.11142857142857143
111,candidate_1,candidate_2,candidate_5,candidate_4,candidate_3,candidate_6,candidate_7,7,0.11142857142857143
112,candidate_1,candidate_2,candidate_5,candidate_4,candidate_3,0,candidate_7,7,0.11142857142857143
113,candidate_1,candidate_2,candidate_5,candidate_4,candidate_3,0,candidate_6,7,0.11142857142857143
114,candidate_1,candidate_2,candidate_5,0,candidate_3,candidate_7,candidate_6,7,0.11142857142857143
115,candidate_1,candidate_2,candidate_5,0,candidate_3,0,candidate_6,7,0.11142857142857143
116,candidate_1,candidate_2,candidate_5,candidate_4,candidate_6,candidate_3,candidate_7,7,0.11142857142857143
117,candidate_1,candidate_2,candidate_5,candidate_4,candidate_6,candidate_3,candidate_7,7,0.11142857142857143
118,candidate_1,candidate_2,candidate_5,candidate_4,candidate_6,candidate_3,0,7,0.11142857142857143
119,candidate_1,candidate_2,candidate_5,candidate_4,candidate_6,candidate_7,candidate_3,7,0.11142857142857143
120,candidate_1,candidate_2,candidate_5,candidate_4,candidate_6,candidate_7,candidate_3,7,0.11142857142857143
121,candidate_1,candidate_2,candidate_5,candidate_4,candidate_7,candidate_3,candidate_6,7,0.11142857142857143
122,0,candidate_2,candidate_5,candidate_4,candidate_7,candidate_3,candidate_6,7,0.11142857142857143
123,candidate_1,candidate_2,candidate_5,candidate_4,candidate_7,candidate_3,candidate_6,7,0.11142857142857143
124,candidate_1,0,0,candidate_4,candidate_7,candidate_3,candidate_6,7,0.11142857142857143
125,candidate_1,candidate_2,0,candidate_4,candidate_7,candidate_6,candidate_3,7,0.11142857142857143
126,candidate_1,candidate_2,candidate_5,candidate_4,candidate_7,candidate_6,candidate_3,7,0.11142857142857143
127,candidate_1,candidate_2,candidate_5,candidate_4,candidate_7,candidate_6,candidate_3,7,0.11142857142857143
128,candidate_1,candidate_2,candidate_5,candidate_6,candidate_3,candidate_4,candidate_7,7,0.11142857142857143
129,candidate_1,candidate_2,candidate_5,0,0,0,candidate_7,7,0.11142857142857143
130,candidate_1,0,candidate_5,candidate_6,candidate_3,0,candidate_7,7,0.11142857142857143
131,candidate_1,candidate_2,candidate_5,candidate_6,candidate_3,0,candidate_4,7,0.11142857142857143
132,candidate_1,candidate_2,candidate_5,candidate_6,candidate_4,candidate_3,candidate_7,7,0.11142857142857143
133,candidate_1,0,candidate_5,0,candidate_4,candidate_3,candidate_7,7,0.11142857142857143
