,candidate_1,candidate_2,candidate_3,candidate_4,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,0,4,0.215
1,candidate_1,candidate_2,0,0,4,0.215
2,candidate_1,candidate_2,candidate_3,0,4,0.215
3,candidate_1,candidate_2,0,candidate_4,4,0.215
4,candidate_1,candidate_2,0,candidate_4,4,0.215
5,candidate_1,0,0,candidate_4,4,0.215
6,candidate_1,candidate_2,0,candidate_4,4,0.215
7,candidate_1,candidate_2,0,0,4,0.215
8,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
9,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
10,0,0,candidate_3,0,4,0.215
11,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
12,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
13,0,0,candidate_3,candidate_4,4,0.215
14,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
15,candidate_1,candidate_2,0,0,4,0.215
16,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
17,candidate_1,candidate_2,candidate_3,0,4,0.215
18,0,0,0,candidate_4,4,0.215
19,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
20,0,candidate_2,candidate_3,candidate_4,4,0.215
21,candidate_1,candidate_2,0,candidate_4,4,0.215
22,candidate_1,candidate_2,0,candidate_4,4,0.215
23,0,0,candidate_3,candidate_4,4,0.215
24,candidate_1,candidate_2,candidate_3,0,4,0.215
25,candidate_1,candidate_2,0,candidate_4,4,0.215
26,candidate_1,0,candidate_3,candidate_4,4,0.215
27,0,0,candidate_3,candidate_4,4,0.215
28,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
29,candidate_1,candidate_2,0,candidate_4,4,0.215
30,candidate_1,0,candidate_3,0,4,0.215
31,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
32,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
33,0,candidate_2,candidate_3,candidate_4,4,0.215
34,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
35,0,candidate_2,0,candidate_4,4,0.215
36,candidate_1,candidate_2,candidate_3,0,4,0.215
37,0,candidate_2,candidate_3,candidate_4,4,0.215
38,candidate_1,0,0,candidate_4,4,0.215
39,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
40,candidate_1,0,candidate_3,candidate_4,4,0.215
41,candidate_1,candidate_2,candidate_3,0,4,0.215
42,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
43,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
44,0,candidate_2,0,candidate_4,4,0.215
45,0,candidate_2,candidate_3,candidate_4,4,0.215
46,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
47,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
48,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
49,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
50,0,candidate_2,0,candidate_4,4,0.215
51,candidate_1,candidate_2,candidate_3,0,4,0.215
52,candidate_1,candidate_2,0,0,4,0.215
53,candidate_1,candidate_2,0,candidate_4,4,0.215
54,candidate_1,0,0,candidate_4,4,0.215
55,0,0,0,candidate_4,4,0.215
56,0,0,candidate_3,0,4,0.215
57,candidate_1,0,0,candidate_4,4,0.215
58,candidate_1,0,candidate_3,candidate_4,4,0.215
59,candidate_1,candidate_2,candidate_3,0,4,0.215
60,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
61,0,0,candidate_3,0,4,0.215
62,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
63,0,candidate_2,0,candidate_4,4,0.215
64,candidate_1,candidate_2,0,candidate_4,4,0.215
65,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
66,candidate_1,0,candidate_3,candidate_4,4,0.215
67,0,candidate_2,0,0,4,0.215
68,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
69,0,candidate_2,candidate_3,candidate_4,4,0.215
70,candidate_1,0,candidate_3,0,4,0.215
71,candidate_1,candidate_2,0,0,4,0.215
72,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
73,0,candidate_2,candidate_3,candidate_4,4,0.215
74,candidate_1,0,candidate_3,0,4,0.215
75,candidate_1,0,candidate_3,candidate_4,4,0.215
76,candidate_1,candidate_2,0,0,4,0.215
77,candidate_1,candidate_2,candidate_3,0,4,0.215
78,candidate_1,candidate_2,0,candidate_4,4,0.215
79,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
80,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
81,candidate_1,candidate_2,0,0,4,0.215
82,candidate_1,candidate_2,0,candidate_4,4,0.215
83,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
84,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
85,0,candidate_2,candidate_3,candidate_4,4,0.215
86,candidate_1,0,candidate_3,candidate_4,4,0.215
87,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
88,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
89,candidate_1,candidate_2,0,candidate_4,4,0.215
90,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
91,0,candidate_2,candidate_3,0,4,0.215
92,candidate_1,candidate_2,0,candidate_4,4,0.215
93,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
94,0,candidate_2,0,candidate_4,4,0.215
95,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
96,0,candidate_2,candidate_3,candidate_4,4,0.215
97,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
98,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
99,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
100,candidate_1,0,0,0,4,0.215
101,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
102,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
103,candidate_1,candidate_2,candidate_3,0,4,0.215
104,candidate_1,candidate_2,0,candidate_4,4,0.215
105,candidate_1,0,candidate_3,candidate_4,4,0.215
106,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
107,candidate_1,candidate_2,candidate_3,0,4,0.215
108,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
109,candidate_1,0,0,candidate_4,4,0.215
110,candidate_1,candidate_2,0,candidate_4,4,0.215
111,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
112,0,candidate_2,0,candidate_4,4,0.215
113,candidate_1,candidate_2,candidate_3,0,4,0.215
114,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
115,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
116,candidate_1,candidate_2,candidate_3,candidate_4,4,0.215
