,candidate_1,candidate_2,candidate_3,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,3,0.33
1,0,candidate_2,0,3,0.33
2,0,candidate_2,candidate_3,3,0.33
3,candidate_1,0,0,3,0.33
4,candidate_1,candidate_2,candidate_3,3,0.33
5,0,0,candidate_3,3,0.33
6,candidate_1,0,candidate_3,3,0.33
7,candidate_1,candidate_2,candidate_3,3,0.33
8,0,candidate_2,candidate_3,3,0.33
9,candidate_1,0,0,3,0.33
10,candidate_1,candidate_2,candidate_3,3,0.33
11,candidate_1,candidate_2,candidate_3,3,0.33
12,candidate_1,0,candidate_3,3,0.33
13,candidate_1,0,candidate_3,3,0.33
14,candidate_1,candidate_2,candidate_3,3,0.33
15,0,0,candidate_3,3,0.33
16,candidate_1,0,candidate_3,3,0.33
17,0,candidate_2,candidate_3,3,0.33
18,candidate_1,candidate_2,candidate_3,3,0.33
19,0,candidate_2,candidate_3,3,0.33
20,candidate_1,0,candidate_3,3,0.33
21,0,candidate_2,candidate_3,3,0.33
22,0,0,candidate_3,3,0.33
23,candidate_1,candidate_2,0,3,0.33
24,candidate_1,candidate_2,candidate_3,3,0.33
25,0,candidate_2,candidate_3,3,0.33
26,0,candidate_2,candidate_3,3,0.33
27,candidate_1,0,candidate_3,3,0.33
28,candidate_1,candidate_2,candidate_3,3,0.33
29,candidate_1,0,0,3,0.33
30,candidate_1,candidate_2,0,3,0.33
31,candidate_1,candidate_2,candidate_3,3,0.33
32,candidate_1,0,0,3,0.33
33,0,0,0,3,0.33
34,candidate_1,0,candidate_3,3,0.33
35,candidate_1,0,candidate_3,3,0.33
36,candidate_1,candidate_2,0,3,0.33
37,candidate_1,0,0,3,0.33
38,candidate_1,0,0,3,0.33
39,candidate_1,candidate_2,0,3,0.33
40,0,0,0,3,0.33
41,0,candidate_2,0,3,0.33
42,0,candidate_2,candidate_3,3,0.33
43,candidate_1,candidate_2,0,3,0.33
44,candidate_1,0,candidate_3,3,0.33
45,candidate_1,candidate_2,candidate_3,3,0.33
46,0,candidate_2,0,3,0.33
47,candidate_1,candidate_2,candidate_3,3,0.33
48,0,0,candidate_3,3,0.33
49,0,candidate_2,0,3,0.33
50,candidate_1,candidate_2,0,3,0.33
51,0,candidate_2,candidate_3,3,0.33
52,candidate_1,candidate_2,candidate_3,3,0.33
53,candidate_1,candidate_2,candidate_3,3,0.33
54,candidate_1,candidate_2,0,3,0.33
55,0,candidate_2,candidate_3,3,0.33
56,0,0,candidate_3,3,0.33
57,0,0,0,3,0.33
58,0,candidate_2,candidate_3,3,0.33
59,candidate_1,candidate_2,0,3,0.33
60,candidate_1,candidate_2,candidate_3,3,0.33
61,candidate_1,0,0,3,0.33
62,candidate_1,candidate_2,0,3,0.33
63,candidate_1,candidate_2,candidate_3,3,0.33
64,0,0,0,3,0.33
65,candidate_1,0,0,3,0.33
66,candidate_1,candidate_2,candidate_3,3,0.33
67,candidate_1,candidate_2,0,3,0.33
68,0,candidate_2,candidate_3,3,0.33
69,candidate_1,candidate_2,0,3,0.33
70,0,candidate_2,candidate_3,3,0.33
71,0,0,candidate_3,3,0.33
72,candidate_1,candidate_2,candidate_3,3,0.33
73,candidate_1,0,candidate_3,3,0.33
74,0,0,0,3,0.33
75,0,0,candidate_3,3,0.33
76,0,0,candidate_3,3,0.33
77,candidate_1,candidate_2,candidate_3,3,0.33
78,candidate_1,candidate_2,candidate_3,3,0.33
79,candidate_1,candidate_2,0,3,0.33
80,candidate_1,candidate_2,candidate_3,3,0.33
81,0,candidate_2,candidate_3,3,0.33
82,candidate_1,candidate_2,0,3,0.33
83,candidate_1,candidate_2,0,3,0.33
84,candidate_1,0,candidate_3,3,0.33
85,candidate_1,candidate_2,0,3,0.33
86,candidate_1,candidate_2,0,3,0.33
87,candidate_1,candidate_2,0,3,0.33
88,0,candidate_2,0,3,0.33
89,candidate_1,0,candidate_3,3,0.33
90,candidate_1,candidate_2,0,3,0.33
91,0,0,0,3,0.33
92,0,0,0,3,0.33
93,0,candidate_2,0,3,0.33
94,candidate_1,0,0,3,0.33
95,candidate_1,candidate_2,0,3,0.33
96,candidate_1,0,candidate_3,3,0.33
97,candidate_1,candidate_2,0,3,0.33
98,candidate_1,0,candidate_3,3,0.33
99,0,candidate_2,0,3,0.33
100,candidate_1,0,candidate_3,3,0.33
101,0,candidate_2,candidate_3,3,0.33
102,0,candidate_2,candidate_3,3,0.33
103,candidate_1,candidate_2,candidate_3,3,0.33
104,candidate_1,candidate_2,candidate_3,3,0.33
105,candidate_1,candidate_2,candidate_3,3,0.33
106,candidate_1,0,candidate_3,3,0.33
107,candidate_1,candidate_2,candidate_3,3,0.33
108,0,candidate_2,candidate_3,3,0.33
109,candidate_1,candidate_2,0,3,0.33
110,candidate_1,candidate_2,candidate_3,3,0.33
111,0,candidate_2,candidate_3,3,0.33
112,0,candidate_2,0,3,0.33
113,0,candidate_2,0,3,0.33
114,0,candidate_2,candidate_3,3,0.33
115,candidate_1,candidate_2,0,3,0.33
116,candidate_1,candidate_2,candidate_3,3,0.33
117,0,candidate_2,0,3,0.33
118,candidate_1,0,candidate_3,3,0.33
119,0,candidate_2,candidate_3,3,0.33
120,candidate_1,0,0,3,0.33
121,0,candidate_2,candidate_3,3,0.33
122,candidate_1,candidate_2,candidate_3,3,0.33
123,0,candidate_2,candidate_3,3,0.33
124,0,candidate_2,candidate_3,3,0.33
125,0,0,0,3,0.33
126,candidate_1,candidate_2,candidate_3,3,0.33
127,candidate_1,0,candidate_3,3,0.33
128,0,candidate_2,0,3,0.33
129,candidate_1,candidate_2,0,3,0.33
130,candidate_1,candidate_2,candidate_3,3,0.33
131,candidate_1,candidate_2,0,3,0.33
132,candidate_1,candidate_2,candidate_3,3,0.33
133,candidate_1,candidate_2,candidate_3,3,0.33
134,candidate_1,candidate_2,0,3,0.33
135,0,candidate_2,candidate_3,3,0.33
136,0,candidate_2,candidate_3,3,0.33
137,0,candidate_2,candidate_3,3,0.33
138,candidate_1,candidate_2,candidate_3,3,0.33
139,candidate_1,0,0,3,0.33
140,candidate_1,0,candidate_3,3,0.33
141,0,candidate_2,0,3,0.33
142,candidate_1,candidate_2,candidate_3,3,0.33
143,candidate_1,candidate_2,0,3,0.33
144,candidate_1,0,candidate_3,3,0.33
145,candidate_1,0,candidate_3,3,0.33
146,candidate_1,candidate_2,candidate_3,3,0.33
147,0,candidate_2,candidate_3,3,0.33
148,0,0,candidate_3,3,0.33
149,0,candidate_2,0,3,0.33
150,candidate_1,candidate_2,candidate_3,3,0.33
151,candidate_1,candidate_2,candidate_3,3,0.33
152,candidate_1,0,0,3,0.33
153,0,candidate_2,candidate_3,3,0.33
154,0,candidate_2,candidate_3,3,0.33
155,0,0,candidate_3,3,0.33
156,candidate_1,candidate_2,0,3,0.33
157,candidate_1,candidate_2,0,3,0.33
158,candidate_1,0,candidate_3,3,0.33
159,candidate_1,candidate_2,candidate_3,3,0.33
160,0,candidate_2,candidate_3,3,0.33
161,0,candidate_2,candidate_3,3,0.33
162,0,0,candidate_3,3,0.33
163,candidate_1,candidate_2,candidate_3,3,0.33
164,candidate_1,candidate_2,candidate_3,3,0.33
165,candidate_1,candidate_2,candidate_3,3,0.33
166,candidate_1,0,0,3,0.33
167,0,0,0,3,0.33
168,0,0,0,3,0.33
169,0,candidate_2,candidate_3,3,0.33
170,candidate_1,candidate_2,candidate_3,3,0.33
171,candidate_1,candidate_2,candidate_3,3,0.33
172,candidate_1,0,candidate_3,3,0.33
173,0,candidate_2,0,3,0.33
174,candidate_1,candidate_2,candidate_3,3,0.33
175,candidate_1,candidate_2,0,3,0.33
176,0,candidate_2,candidate_3,3,0.33
177,0,0,candidate_3,3,0.33
178,candidate_1,0,candidate_3,3,0.33
179,0,candidate_2,0,3,0.33
180,candidate_1,0,candidate_3,3,0.33
181,candidate_1,0,0,3,0.33
182,candidate_1,0,candidate_3,3,0.33
183,candidate_1,candidate_2,candidate_3,3,0.33
184,0,0,candidate_3,3,0.33
185,candidate_1,0,candidate_3,3,0.33
186,candidate_1,candidate_2,candidate_3,3,0.33
187,candidate_1,0,candidate_3,3,0.33
188,candidate_1,candidate_2,candidate_3,3,0.33
189,candidate_1,candidate_2,candidate_3,3,0.33
190,candidate_1,candidate_2,candidate_3,3,0.33
191,candidate_1,candidate_2,0,3,0.33
192,0,candidate_2,candidate_3,3,0.33
193,candidate_1,0,candidate_3,3,0.33
194,candidate_1,candidate_2,0,3,0.33
195,candidate_1,0,0,3,0.33
196,0,candidate_2,0,3,0.33
197,candidate_1,candidate_2,candidate_3,3,0.33
198,0,0,candidate_3,3,0.33
199,candidate_1,candidate_2,0,3,0.33
200,candidate_1,candidate_2,candidate_3,3,0.33
201,0,candidate_2,0,3,0.33
202,candidate_1,0,candidate_3,3,0.33
203,candidate_1,candidate_2,candidate_3,3,0.33
204,candidate_1,0,0,3,0.33
205,candidate_1,candidate_2,candidate_3,3,0.33
206,candidate_1,candidate_2,0,3,0.33
207,0,0,candidate_3,3,0.33
208,candidate_1,0,candidate_3,3,0.33
209,candidate_1,candidate_2,candidate_3,3,0.33
210,0,candidate_2,0,3,0.33
211,candidate_1,candidate_2,0,3,0.33
212,0,0,candidate_3,3,0.33
213,0,0,0,3,0.33
214,candidate_1,0,0,3,0.33
215,candidate_1,candidate_2,0,3,0.33
216,candidate_1,candidate_2,candidate_3,3,0.33
217,candidate_1,candidate_2,0,3,0.33
218,0,candidate_2,candidate_3,3,0.33
219,candidate_1,0,candidate_3,3,0.33
220,candidate_1,candidate_2,candidate_3,3,0.33
221,candidate_1,candidate_2,candidate_3,3,0.33
222,0,candidate_2,0,3,0.33
223,candidate_1,0,candidate_3,3,0.33
224,0,candidate_2,candidate_3,3,0.33
225,candidate_1,candidate_2,candidate_3,3,0.33
226,candidate_1,0,candidate_3,3,0.33
227,candidate_1,candidate_2,candidate_3,3,0.33
228,candidate_1,candidate_2,candidate_3,3,0.33
229,0,0,candidate_3,3,0.33
230,candidate_1,candidate_2,0,3,0.33
231,candidate_1,candidate_2,0,3,0.33
232,0,0,0,3,0.33
233,candidate_1,candidate_2,0,3,0.33
234,candidate_1,candidate_2,0,3,0.33
235,candidate_1,0,candidate_3,3,0.33
236,0,0,candidate_3,3,0.33
237,candidate_1,candidate_2,candidate_3,3,0.33
238,candidate_1,candidate_2,0,3,0.33
239,candidate_1,candidate_2,candidate_3,3,0.33
240,candidate_1,candidate_2,0,3,0.33
241,0,candidate_2,0,3,0.33
242,candidate_1,candidate_2,candidate_3,3,0.33
243,candidate_1,0,0,3,0.33
244,candidate_1,candidate_2,0,3,0.33
245,0,candidate_2,0,3,0.33
246,candidate_1,candidate_2,candidate_3,3,0.33
247,candidate_1,candidate_2,0,3,0.33
248,0,0,0,3,0.33
249,0,candidate_2,0,3,0.33
250,candidate_1,candidate_2,0,3,0.33
251,candidate_1,candidate_2,candidate_3,3,0.33
252,candidate_1,0,candidate_3,3,0.33
253,0,0,candidate_3,3,0.33
254,candidate_1,candidate_2,0,3,0.33
255,candidate_1,candidate_2,candidate_3,3,0.33
256,candidate_1,candidate_2,candidate_3,3,0.33
257,candidate_1,candidate_2,candidate_3,3,0.33
