,candidate_1,candidate_2,candidate_3,num_candidates,noise
0,candidate_1,candidate_2,0,3,0.27
1,candidate_1,0,0,3,0.27
2,candidate_1,candidate_2,candidate_3,3,0.27
3,candidate_1,candidate_2,candidate_3,3,0.27
4,0,candidate_2,0,3,0.27
5,candidate_1,candidate_2,candidate_3,3,0.27
6,candidate_1,candidate_2,candidate_3,3,0.27
7,candidate_1,0,candidate_3,3,0.27
8,candidate_1,candidate_2,candidate_3,3,0.27
9,candidate_1,candidate_2,candidate_3,3,0.27
10,0,candidate_2,candidate_3,3,0.27
11,candidate_1,candidate_2,0,3,0.27
12,0,candidate_2,candidate_3,3,0.27
13,0,candidate_2,candidate_3,3,0.27
14,candidate_1,candidate_2,candidate_3,3,0.27
15,candidate_1,candidate_2,0,3,0.27
16,0,candidate_2,candidate_3,3,0.27
17,candidate_1,0,0,3,0.27
18,candidate_1,candidate_2,candidate_3,3,0.27
19,0,candidate_2,0,3,0.27
20,candidate_1,candidate_2,candidate_3,3,0.27
21,0,candidate_2,0,3,0.27
22,candidate_1,candidate_2,candidate_3,3,0.27
23,candidate_1,candidate_2,candidate_3,3,0.27
24,candidate_1,candidate_2,candidate_3,3,0.27
25,candidate_1,candidate_2,candidate_3,3,0.27
26,candidate_1,candidate_2,candidate_3,3,0.27
27,0,candidate_2,candidate_3,3,0.27
28,candidate_1,candidate_2,candidate_3,3,0.27
29,candidate_1,0,candidate_3,3,0.27
30,candidate_1,candidate_2,candidate_3,3,0.27
31,candidate_1,0,candidate_3,3,0.27
32,0,candidate_2,candidate_3,3,0.27
33,candidate_1,candidate_2,0,3,0.27
34,candidate_1,candidate_2,0,3,0.27
35,candidate_1,0,0,3,0.27
36,0,0,0,3,0.27
37,candidate_1,candidate_2,candidate_3,3,0.27
38,candidate_1,0,0,3,0.27
39,0,candidate_2,candidate_3,3,0.27
40,candidate_1,0,candidate_3,3,0.27
41,candidate_1,candidate_2,0,3,0.27
42,candidate_1,candidate_2,candidate_3,3,0.27
43,0,candidate_2,candidate_3,3,0.27
44,0,candidate_2,0,3,0.27
45,candidate_1,0,candidate_3,3,0.27
46,candidate_1,candidate_2,0,3,0.27
47,candidate_1,0,0,3,0.27
48,candidate_1,candidate_2,0,3,0.27
49,candidate_1,0,0,3,0.27
50,candidate_1,candidate_2,0,3,0.27
51,candidate_1,candidate_2,0,3,0.27
52,candidate_1,0,candidate_3,3,0.27
53,candidate_1,0,0,3,0.27
54,candidate_1,0,candidate_3,3,0.27
55,candidate_1,0,candidate_3,3,0.27
56,candidate_1,candidate_2,candidate_3,3,0.27
57,candidate_1,candidate_2,candidate_3,3,0.27
58,candidate_1,candidate_2,candidate_3,3,0.27
59,candidate_1,candidate_2,candidate_3,3,0.27
60,candidate_1,candidate_2,candidate_3,3,0.27
61,candidate_1,candidate_2,candidate_3,3,0.27
62,0,0,candidate_3,3,0.27
63,candidate_1,0,0,3,0.27
64,candidate_1,0,candidate_3,3,0.27
65,candidate_1,candidate_2,0,3,0.27
66,candidate_1,candidate_2,candidate_3,3,0.27
67,candidate_1,0,0,3,0.27
68,0,candidate_2,candidate_3,3,0.27
69,candidate_1,candidate_2,candidate_3,3,0.27
70,0,candidate_2,candidate_3,3,0.27
71,candidate_1,candidate_2,candidate_3,3,0.27
72,0,0,candidate_3,3,0.27
73,candidate_1,0,0,3,0.27
74,0,candidate_2,candidate_3,3,0.27
75,0,candidate_2,candidate_3,3,0.27
76,candidate_1,0,candidate_3,3,0.27
77,candidate_1,0,candidate_3,3,0.27
78,candidate_1,0,candidate_3,3,0.27
79,candidate_1,candidate_2,0,3,0.27
80,candidate_1,candidate_2,candidate_3,3,0.27
81,0,0,0,3,0.27
82,candidate_1,0,candidate_3,3,0.27
83,0,candidate_2,0,3,0.27
84,0,candidate_2,0,3,0.27
85,candidate_1,candidate_2,candidate_3,3,0.27
86,candidate_1,candidate_2,candidate_3,3,0.27
87,candidate_1,0,candidate_3,3,0.27
88,0,candidate_2,candidate_3,3,0.27
89,candidate_1,candidate_2,0,3,0.27
90,candidate_1,candidate_2,0,3,0.27
91,candidate_1,0,candidate_3,3,0.27
92,0,0,candidate_3,3,0.27
93,candidate_1,candidate_2,0,3,0.27
94,candidate_1,0,0,3,0.27
95,candidate_1,candidate_2,candidate_3,3,0.27
96,candidate_1,candidate_2,candidate_3,3,0.27
97,candidate_1,candidate_2,candidate_3,3,0.27
98,candidate_1,candidate_2,candidate_3,3,0.27
99,candidate_1,candidate_2,0,3,0.27
100,candidate_1,candidate_2,candidate_3,3,0.27
101,candidate_1,candidate_2,candidate_3,3,0.27
102,candidate_1,candidate_2,0,3,0.27
103,0,0,candidate_3,3,0.27
104,0,0,candidate_3,3,0.27
105,candidate_1,candidate_2,0,3,0.27
106,0,candidate_2,0,3,0.27
107,candidate_1,0,candidate_3,3,0.27
108,0,0,candidate_3,3,0.27
