,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,num_candidates,noise
0,0,candidate_2,candidate_3,0,candidate_5,candidate_6,6,0.125
1,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
4,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6,6,0.125
5,candidate_1,candidate_2,candidate_3,0,candidate_5,candidate_6,6,0.125
6,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
8,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6,6,0.125
9,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6,6,0.125
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
11,0,candidate_2,candidate_3,0,candidate_5,candidate_6,6,0.125
12,candidate_1,0,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
15,0,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
16,0,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
17,candidate_1,0,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
18,candidate_1,0,0,candidate_4,candidate_5,0,6,0.125
19,0,0,candidate_3,0,candidate_5,candidate_6,6,0.125
20,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
21,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
23,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0,6,0.125
24,candidate_1,0,candidate_3,0,candidate_5,0,6,0.125
25,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
26,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,6,0.125
0,candidate_1,candidate_2,candidate_3,0,candidate_6,candidate_5,6,0.125
1,candidate_1,candidate_2,candidate_3,0,candidate_6,candidate_5,6,0.125
