,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
1,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.174
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
3,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.174
4,candidate_1,candidate_2,0,0,0,5,0.174
5,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.174
6,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
8,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.174
9,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.174
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
11,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.174
12,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.174
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
15,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
16,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.174
17,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
18,candidate_1,candidate_2,0,0,candidate_5,5,0.174
19,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
20,0,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
21,candidate_1,candidate_2,candidate_3,0,candidate_5,5,0.174
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
23,0,candidate_2,0,candidate_4,candidate_5,5,0.174
24,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
25,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
26,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
27,candidate_1,0,candidate_3,candidate_4,candidate_5,5,0.174
28,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
29,0,0,0,candidate_4,candidate_5,5,0.174
30,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
31,candidate_1,0,0,0,candidate_5,5,0.174
32,candidate_1,0,0,candidate_4,candidate_5,5,0.174
33,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.174
34,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
35,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
36,candidate_1,candidate_2,0,candidate_4,candidate_5,5,0.174
37,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
38,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
39,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
40,0,0,candidate_3,candidate_4,0,5,0.174
41,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
42,0,candidate_2,candidate_3,0,candidate_5,5,0.174
43,candidate_1,0,candidate_3,0,candidate_5,5,0.174
44,candidate_1,0,candidate_3,candidate_4,0,5,0.174
45,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,5,0.174
46,candidate_1,candidate_2,candidate_3,candidate_4,0,5,0.174
