,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,0,candidate_5,candidate_6,candidate_8,candidate_7,8,0.11875
1,candidate_1,candidate_2,candidate_3,0,0,candidate_7,candidate_6,candidate_8,8,0.11875
2,candidate_1,0,candidate_3,candidate_4,candidate_5,candidate_7,0,0,8,0.11875
3,0,candidate_2,0,candidate_4,candidate_5,candidate_8,0,candidate_6,8,0.11875
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_5,candidate_7,candidate_8,8,0.11875
5,candidate_1,candidate_2,0,candidate_4,candidate_6,candidate_5,candidate_8,candidate_7,8,0.11875
6,candidate_1,0,candidate_3,candidate_4,candidate_6,candidate_7,candidate_8,candidate_5,8,0.11875
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,candidate_5,0,8,0.11875
8,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_8,0,candidate_5,8,0.11875
9,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_8,candidate_6,8,0.11875
10,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_6,candidate_5,candidate_8,8,0.11875
11,candidate_1,candidate_2,0,candidate_4,candidate_7,candidate_8,candidate_6,candidate_5,8,0.11875
12,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_5,candidate_6,candidate_7,8,0.11875
13,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_5,candidate_7,0,8,0.11875
14,candidate_1,candidate_2,candidate_3,candidate_4,candidate_8,candidate_6,candidate_5,candidate_7,8,0.11875
15,candidate_1,0,candidate_3,candidate_4,0,candidate_7,candidate_5,candidate_6,8,0.11875
16,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_7,candidate_6,0,8,0.11875
17,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_7,candidate_8,8,0.11875
18,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_8,candidate_7,8,0.11875
19,0,candidate_2,candidate_3,candidate_5,candidate_4,candidate_7,candidate_8,candidate_6,8,0.11875
20,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_8,candidate_7,candidate_6,8,0.11875
21,candidate_1,candidate_2,candidate_3,0,candidate_6,candidate_7,candidate_4,candidate_8,8,0.11875
22,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_8,candidate_4,candidate_7,8,0.11875
23,candidate_1,candidate_2,0,candidate_5,candidate_6,0,candidate_7,0,8,0.11875
24,0,candidate_2,candidate_3,0,candidate_7,candidate_4,candidate_6,candidate_8,8,0.11875
25,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_6,candidate_4,candidate_8,8,0.11875
26,0,candidate_2,candidate_3,candidate_5,candidate_7,candidate_6,candidate_8,candidate_4,8,0.11875
27,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,0,candidate_4,candidate_6,8,0.11875
28,candidate_1,candidate_2,candidate_3,candidate_5,candidate_7,candidate_8,candidate_6,candidate_4,8,0.11875
29,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_8,candidate_6,candidate_4,8,0.11875
30,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_4,0,candidate_7,8,0.11875
31,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_4,candidate_7,candidate_6,8,0.11875
32,candidate_1,candidate_2,candidate_3,0,candidate_8,candidate_6,0,candidate_7,8,0.11875
33,0,candidate_2,candidate_3,0,candidate_8,candidate_6,candidate_7,candidate_4,8,0.11875
34,candidate_1,candidate_2,candidate_3,candidate_5,candidate_8,candidate_7,candidate_4,candidate_6,8,0.11875
35,candidate_1,candidate_2,0,candidate_5,candidate_8,candidate_7,candidate_6,candidate_4,8,0.11875
36,candidate_1,candidate_2,0,0,candidate_4,candidate_5,candidate_7,candidate_8,8,0.11875
37,candidate_1,candidate_2,candidate_3,candidate_6,0,candidate_5,candidate_8,candidate_7,8,0.11875
38,candidate_1,candidate_2,candidate_3,candidate_6,0,candidate_7,candidate_5,candidate_8,8,0.11875
39,candidate_1,candidate_2,candidate_3,candidate_6,candidate_4,candidate_8,candidate_7,candidate_5,8,0.11875
40,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,candidate_7,candidate_8,8,0.11875
41,candidate_1,candidate_2,candidate_3,candidate_6,candidate_5,candidate_4,candidate_8,candidate_7,8,0.11875
42,candidate_1,0,candidate_3,candidate_6,candidate_5,candidate_7,candidate_4,candidate_8,8,0.11875
43,candidate_1,candidate_2,candidate_3,candidate_6,0,candidate_8,candidate_4,candidate_7,8,0.11875
44,candidate_1,candidate_2,0,candidate_6,candidate_5,candidate_8,candidate_7,0,8,0.11875
45,candidate_1,candidate_2,candidate_3,candidate_6,candidate_7,candidate_4,candidate_8,candidate_5,8,0.11875
46,candidate_1,candidate_2,candidate_3,0,candidate_7,candidate_8,candidate_4,candidate_5,8,0.11875
