,candidate_1,candidate_2,candidate_3,num_candidates,noise
0,candidate_1,candidate_2,candidate_3,3,0.32
1,0,candidate_2,candidate_3,3,0.32
2,candidate_1,candidate_2,0,3,0.32
3,0,candidate_2,candidate_3,3,0.32
4,0,candidate_2,candidate_3,3,0.32
5,candidate_1,0,candidate_3,3,0.32
6,candidate_1,candidate_2,0,3,0.32
7,candidate_1,candidate_2,candidate_3,3,0.32
8,candidate_1,candidate_2,0,3,0.32
9,candidate_1,0,0,3,0.32
10,candidate_1,candidate_2,candidate_3,3,0.32
11,candidate_1,candidate_2,candidate_3,3,0.32
12,0,0,0,3,0.32
13,0,candidate_2,candidate_3,3,0.32
14,0,candidate_2,candidate_3,3,0.32
15,candidate_1,0,0,3,0.32
16,candidate_1,candidate_2,0,3,0.32
17,0,candidate_2,candidate_3,3,0.32
18,candidate_1,0,0,3,0.32
19,candidate_1,candidate_2,0,3,0.32
20,candidate_1,0,candidate_3,3,0.32
21,candidate_1,candidate_2,candidate_3,3,0.32
22,candidate_1,candidate_2,candidate_3,3,0.32
23,candidate_1,candidate_2,candidate_3,3,0.32
24,0,candidate_2,0,3,0.32
25,candidate_1,candidate_2,candidate_3,3,0.32
26,candidate_1,0,candidate_3,3,0.32
27,candidate_1,candidate_2,candidate_3,3,0.32
28,candidate_1,candidate_2,0,3,0.32
29,candidate_1,candidate_2,candidate_3,3,0.32
30,candidate_1,candidate_2,candidate_3,3,0.32
31,candidate_1,candidate_2,0,3,0.32
32,0,0,candidate_3,3,0.32
33,0,0,candidate_3,3,0.32
34,candidate_1,0,0,3,0.32
35,candidate_1,candidate_2,candidate_3,3,0.32
36,0,candidate_2,candidate_3,3,0.32
37,0,candidate_2,candidate_3,3,0.32
38,0,0,candidate_3,3,0.32
39,candidate_1,candidate_2,candidate_3,3,0.32
40,0,candidate_2,0,3,0.32
41,candidate_1,candidate_2,candidate_3,3,0.32
42,candidate_1,0,candidate_3,3,0.32
43,candidate_1,candidate_2,candidate_3,3,0.32
44,candidate_1,0,0,3,0.32
45,0,0,0,3,0.32
46,0,candidate_2,0,3,0.32
47,0,candidate_2,candidate_3,3,0.32
48,candidate_1,candidate_2,candidate_3,3,0.32
49,candidate_1,0,0,3,0.32
50,candidate_1,0,candidate_3,3,0.32
51,candidate_1,0,candidate_3,3,0.32
52,candidate_1,candidate_2,candidate_3,3,0.32
53,0,candidate_2,candidate_3,3,0.32
54,0,candidate_2,candidate_3,3,0.32
55,0,candidate_2,candidate_3,3,0.32
56,candidate_1,0,candidate_3,3,0.32
57,candidate_1,candidate_2,candidate_3,3,0.32
58,candidate_1,candidate_2,0,3,0.32
59,candidate_1,candidate_2,candidate_3,3,0.32
60,candidate_1,candidate_2,candidate_3,3,0.32
61,candidate_1,0,candidate_3,3,0.32
62,0,candidate_2,candidate_3,3,0.32
63,0,0,0,3,0.32
64,candidate_1,candidate_2,candidate_3,3,0.32
65,candidate_1,candidate_2,candidate_3,3,0.32
66,candidate_1,0,candidate_3,3,0.32
67,0,candidate_2,candidate_3,3,0.32
68,candidate_1,0,candidate_3,3,0.32
69,candidate_1,candidate_2,candidate_3,3,0.32
70,0,candidate_2,candidate_3,3,0.32
71,candidate_1,candidate_2,candidate_3,3,0.32
72,0,candidate_2,candidate_3,3,0.32
73,0,0,candidate_3,3,0.32
74,candidate_1,candidate_2,candidate_3,3,0.32
75,0,candidate_2,candidate_3,3,0.32
76,candidate_1,candidate_2,0,3,0.32
77,candidate_1,candidate_2,candidate_3,3,0.32
78,candidate_1,0,candidate_3,3,0.32
79,candidate_1,candidate_2,candidate_3,3,0.32
80,0,0,candidate_3,3,0.32
81,0,candidate_2,candidate_3,3,0.32
82,candidate_1,0,0,3,0.32
83,candidate_1,candidate_2,candidate_3,3,0.32
84,0,candidate_2,candidate_3,3,0.32
85,candidate_1,candidate_2,candidate_3,3,0.32
86,candidate_1,0,candidate_3,3,0.32
87,candidate_1,0,candidate_3,3,0.32
88,candidate_1,0,candidate_3,3,0.32
89,candidate_1,candidate_2,candidate_3,3,0.32
90,candidate_1,candidate_2,0,3,0.32
91,candidate_1,candidate_2,0,3,0.32
92,0,candidate_2,0,3,0.32
93,candidate_1,candidate_2,candidate_3,3,0.32
94,0,candidate_2,candidate_3,3,0.32
95,candidate_1,candidate_2,0,3,0.32
96,candidate_1,0,candidate_3,3,0.32
97,candidate_1,0,candidate_3,3,0.32
98,candidate_1,0,0,3,0.32
99,0,candidate_2,candidate_3,3,0.32
100,candidate_1,0,candidate_3,3,0.32
101,candidate_1,0,candidate_3,3,0.32
102,0,0,candidate_3,3,0.32
103,candidate_1,candidate_2,0,3,0.32
104,candidate_1,0,candidate_3,3,0.32
105,0,0,0,3,0.32
106,0,0,candidate_3,3,0.32
107,candidate_1,candidate_2,candidate_3,3,0.32
108,candidate_1,candidate_2,candidate_3,3,0.32
109,candidate_1,candidate_2,candidate_3,3,0.32
110,0,0,candidate_3,3,0.32
111,candidate_1,candidate_2,candidate_3,3,0.32
112,0,candidate_2,candidate_3,3,0.32
113,candidate_1,0,candidate_3,3,0.32
114,candidate_1,candidate_2,candidate_3,3,0.32
115,0,candidate_2,candidate_3,3,0.32
116,candidate_1,0,0,3,0.32
117,candidate_1,candidate_2,0,3,0.32
118,0,candidate_2,candidate_3,3,0.32
119,0,candidate_2,0,3,0.32
120,candidate_1,candidate_2,0,3,0.32
