,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,num_candidates,noise
0,candidate_1,candidate_2,0,candidate_4,candidate_5,candidate_6,candidate_7,7,0.09999999999999999
1,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0,candidate_7,7,0.09999999999999999
2,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,7,0.09999999999999999
3,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,7,0.09999999999999999
4,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,7,0.09999999999999999
5,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,0,candidate_7,7,0.09999999999999999
6,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6,candidate_7,7,0.09999999999999999
7,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_7,candidate_6,7,0.09999999999999999
8,candidate_1,candidate_2,0,candidate_4,0,candidate_7,candidate_6,7,0.09999999999999999
9,candidate_1,0,candidate_3,candidate_4,candidate_6,candidate_5,candidate_7,7,0.09999999999999999
10,0,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,7,0.09999999999999999
11,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,0,7,0.09999999999999999
12,0,0,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,7,0.09999999999999999
13,candidate_1,0,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,7,0.09999999999999999
14,candidate_1,0,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,7,0.09999999999999999
15,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,7,0.09999999999999999
16,0,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,candidate_5,7,0.09999999999999999
17,candidate_1,candidate_2,candidate_3,candidate_4,candidate_6,candidate_7,0,7,0.09999999999999999
18,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,7,0.09999999999999999
19,candidate_1,candidate_2,0,candidate_4,candidate_7,candidate_5,candidate_6,7,0.09999999999999999
20,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_5,candidate_6,7,0.09999999999999999
21,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,0,candidate_6,7,0.09999999999999999
22,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,0,candidate_6,7,0.09999999999999999
23,candidate_1,candidate_2,candidate_3,0,candidate_7,candidate_5,candidate_6,7,0.09999999999999999
24,candidate_1,candidate_2,candidate_3,0,candidate_7,candidate_5,candidate_6,7,0.09999999999999999
25,candidate_1,candidate_2,0,candidate_4,candidate_7,candidate_6,0,7,0.09999999999999999
26,candidate_1,candidate_2,candidate_3,0,candidate_7,0,candidate_5,7,0.09999999999999999
27,candidate_1,candidate_2,candidate_3,candidate_4,0,candidate_6,candidate_5,7,0.09999999999999999
28,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_6,candidate_5,7,0.09999999999999999
29,candidate_1,candidate_2,candidate_3,candidate_4,candidate_7,candidate_6,0,7,0.09999999999999999
30,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_7,7,0.09999999999999999
31,0,candidate_2,0,candidate_5,candidate_4,candidate_6,candidate_7,7,0.09999999999999999
32,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_7,7,0.09999999999999999
33,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_6,candidate_7,7,0.09999999999999999
34,candidate_1,candidate_2,candidate_3,candidate_5,0,candidate_6,candidate_7,7,0.09999999999999999
35,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_6,candidate_7,7,0.09999999999999999
36,candidate_1,candidate_2,0,0,candidate_4,0,candidate_7,7,0.09999999999999999
37,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_7,candidate_6,7,0.09999999999999999
38,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,0,candidate_6,7,0.09999999999999999
39,candidate_1,candidate_2,candidate_3,candidate_5,candidate_4,candidate_7,0,7,0.09999999999999999
40,candidate_1,candidate_2,candidate_3,0,candidate_4,candidate_7,candidate_6,7,0.09999999999999999
41,candidate_1,0,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,7,0.09999999999999999
42,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,0,7,0.09999999999999999
43,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,7,0.09999999999999999
44,candidate_1,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,7,0.09999999999999999
45,0,candidate_2,candidate_3,candidate_5,candidate_6,candidate_7,candidate_4,7,0.09999999999999999
46,candidate_1,candidate_2,candidate_3,0,candidate_6,0,candidate_4,7,0.09999999999999999
